parent_asin,product_title,brand,category_l2,category_l3,price,average_rating,rating_number,review_count,first_review_date,last_review_date,lifespan_days,lifespan_months,reviews_per_month,reviews_per_day,rating_number_per_month,velocity_score,velocity_tier
B000093HJK,"DVM Pharmaceuticals Hylyt Cream Rinse Pet Conditioner, 8-Ounce",Bayer Animal Health,Dogs,Grooming,,4.5,110,1,2017-08-24 10:15:27.546,2017-08-24 10:15:27.546,0,1.0,1.0,1.0,110.0,4.709530201312334,Medium
B08TTN8H9L,"Ultra Chewy Dog Treats, Ostrich Tendon Dog Rawhide, Premium All Natural Ingredients, Hypoallergenic, Long Lasting Dog Chew, Healthy Treats, Easy to Digest, Alternative to Rawhide (Tendon - 3 OZ)",Ultra Chewy,Dogs,Treats,,4.2,110,1,2022-05-03 18:14:22.618,2022-05-03 18:14:22.618,0,1.0,1.0,1.0,110.0,4.709530201312334,Medium
B00G8KNHNS,"Meow Mix Hairball Control Dry Cat Food, 14.2-Pound",Meow Mix,Cats,Food,,4.1,110,1,2016-01-27 03:09:01.000,2016-01-27 03:09:01.000,0,1.0,1.0,1.0,110.0,4.709530201312334,Medium
B09JCWVC2B,Best Friends by Sheri The Original Calming Donut Cat and Dog Bed in Shag Fur Taupe Medium 30x30,Best Friends by Sheri,Cats,Beds & Furniture,,4.7,4946,2,2018-06-15 19:31:10.236,2018-10-04 16:24:20.188,110,3.6136662286465175,0.5534545454545455,0.01818181818181818,1368.693090909091,4.707981353559481,Medium
B00EJFDIEW,Tough 1 Slow Feed Hay Bag,Tough 1,Horses,Stable Supplies,,3.6,109,1,2021-02-05 06:19:47.226,2021-02-05 06:19:47.226,0,1.0,1.0,1.0,109.0,4.700480365792417,Medium
B0BJ28VHR7,"LANDEN Aquarium Thermometer for Rimless Tank, Hang-On Style Fish Tank Thermometer, Clear Scale Background-for 6mm or Thinner Thickness of Tank (Celsius Degree Version, G-6C)",LANDEN,Fish & Aquatic Pets,Aquarium Thermometers,12.99,3.9,109,1,2023-03-11 21:47:04.913,2023-03-11 21:47:04.913,0,1.0,1.0,1.0,109.0,4.700480365792417,Medium
B08529R11G,"dailydose Dual Benefit - Dental + Joint Health Chews for Dogs, Small | Dental Treats with Supplements (77111)",dailydose,Dogs,Treats,,4.2,1791,7,2020-04-06 13:17:53.250,2021-03-13 03:39:45.230,340,11.169513797634691,0.6267058823529412,0.020588235294117647,160.34717647058824,4.694708660089446,Medium
B0719BSNL6,"Penn Plax Leather Kabob Bird Toys, 10 by 16.5-Inch",Penn-Plax,Birds,Toys,20.43,4.2,108,1,2015-09-13 02:22:16.000,2015-09-13 02:22:16.000,0,1.0,1.0,1.0,108.0,4.6913478822291435,Medium
B00BLJJ276,"ROK Straps Stretch 54"" Leash For Medium Dogs 30-60lbs - Color: Purple w/Black",ROK Strap,Dogs,"Collars, Harnesses & Leashes",36.99,4.7,108,1,2015-06-24 01:30:03.000,2015-06-24 01:30:03.000,0,1.0,1.0,1.0,108.0,4.6913478822291435,Medium
B09FZBSQQR,"Surgical Recovery Suit for Dogs, Dog Anti-Licking Elastic Tights Bodysuit, Preventing Full Body for Shedding, Allergy, Wound Protection, E Collar Alternative (XXL, Black)",AMZSEA,Dogs,Health Supplies,22.99,3.2,107,1,2022-03-12 12:34:21.461,2022-03-12 12:34:21.461,0,1.0,1.0,1.0,107.0,4.68213122712422,Medium
B084N9F6NW,Tevra Pet Brush Free Oral Gel for Pets,TevraPet,Cats,Health Supplies,,3.8,107,1,2020-07-29 17:34:04.232,2020-07-29 17:34:04.232,0,1.0,1.0,1.0,107.0,4.68213122712422,Medium
B07HC76D9P,"Wellness Simple Natural Grain Free Dry Limited Ingredient Dog Food, Turkey & Potato, 10.5-Pound Bag",Wellness,Dogs,Food,,4.4,107,1,2016-03-25 00:39:22.000,2016-03-25 00:39:22.000,0,1.0,1.0,1.0,107.0,4.68213122712422,Medium
B01M6XCVDW,Shop4Omni Kitty Cat Play Tunnel Pet Toy - Four Exit Holes - 4 Feet Long (Red),Shop4Omni,Cats,Toys,11.95,4.4,107,1,2020-07-06 05:04:36.485,2020-07-06 05:04:36.485,0,1.0,1.0,1.0,107.0,4.68213122712422,Medium
B00DKT04AE,"LupinePet Originals 1/2"" Sea Glass 8-12"" Adjustable Collar for Small Dogs",LupinePet,Dogs,"Collars, Harnesses & Leashes",10.99,4.8,107,1,2016-12-08 20:49:15.000,2016-12-08 20:49:15.000,0,1.0,1.0,1.0,107.0,4.68213122712422,Medium
B0BR4SYWQG,"Laifug Orthopedic Memory Foam Dog Bed with Pillow and Durable Water Proof Liner & Removable Washable Cover & Smart Design Medium (34""x22""x7""), Slate Grey",Laifug,Dogs,Beds & Furniture,69.99,4.6,8184,5,2020-10-08 13:48:01.521,2021-07-29 13:18:59.470,293,9.625492772667542,0.5194539249146758,0.017064846416382253,850.2421843003414,4.680310246240126,Medium
B07X51X4YC,"Bone Dry Moroccan Paw Print Pet Blanket, 50 x 60"", Taupe",Bone Dry,Cats,Beds & Furniture,18.99,4.6,106,1,2016-05-15 21:19:15.000,2016-05-15 21:19:15.000,0,1.0,1.0,1.0,106.0,4.672828834461906,Medium
B0C3JVQ6ZL,Omega 3 for Dogs - Dog Skin and Coat Supplement - Fish Oil for Dogs Chews - Allergy and Dog Itch Relief - Dog Anti Shedding Supplement - Dog Dry Skin Treatment - Salmon Oil - Made in USA - 120 Treats,Vet Promise,Dogs,Health Supplies,19.95,4.5,106,1,2023-02-07 04:45:08.702,2023-02-07 04:45:08.702,0,1.0,1.0,1.0,106.0,4.672828834461906,Medium
B09YKWJQJJ,"Heavy Duty Indestructible Dog Crate,32 inch Dog Kennel with Removable Floor Net,Escape Proof Dog Cage with 4 Lockable Wheels,High Anxiety Dog Crate with Double Door,Outdoor Dog Crate for Small Dog",Furpezoo,Dogs,"Crates, Houses & Pens",,4.3,106,1,2022-06-20 00:19:06.872,2022-06-20 00:19:06.872,0,1.0,1.0,1.0,106.0,4.672828834461906,Medium
B07RLNMZR4,"CtopoGo Nylon Dog Leash, with Padded Handles Dogs Leash, Strong and Durable Dog Pet Leashes Training,Walking Lead for Small to Large Dogs",CtopoGo,Dogs,"Collars, Harnesses & Leashes",8.9,4.6,106,1,2020-03-21 01:21:52.175,2020-03-21 01:21:52.175,0,1.0,1.0,1.0,106.0,4.672828834461906,Medium
B08TRFK2W3,"MAICHENG 6 Meal Automatic Pet Feeder-Dry Cat Food Dispenser with Programmable Timer, Portion Control, LCD Display-for Cats Small Dogs-420g",MAICHENG,Dogs,Feeding & Watering Supplies,,3.5,105,1,2021-08-30 13:32:39.051,2021-08-30 13:32:39.051,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B09H5ZY43H,"NextFri Pet Carrier Backpack, Ventilated and Breathable for Cats Dogs, Collapsible Designed for Travel, Hiking & Outdoor Use Pink",NextFri,Dogs,Carriers & Travel Products,23.98,4.8,105,1,2022-01-30 22:10:24.122,2022-01-30 22:10:24.122,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B078X6MGDY,"PietyPet Artificial Aquatic Plants, 16 Pcs Small Aquarium Plants Artificial Fish Tank Decorations, Vivid Simulation Plant Creature Aquarium Landscape",PietyPet,Fish & Aquatic Pets,Aquarium Décor,,4.4,105,1,2020-10-08 20:57:31.096,2020-10-08 20:57:31.096,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B09LV2ZDYR,"Sheripet French Bulldog Sweater, Solid Color Small Dog Coats for Winter, Soft Fleece Lining Puppy Clothes for Small Dogs Girl or Boy, Size XL",Sheripet,Dogs,Apparel & Accessories,12.99,4.0,105,1,2022-01-11 19:41:15.988,2022-01-11 19:41:15.988,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B07F5W2F6K,"ZoyPet 2 Pcs Cat Toys Interactive Refill Replacement Feather Pack Furry Tail Butterfly Dragonfly Fish Mouse Caterpillar Worm Birds Feathers for Kitten Cats, 21 Variety Styles CT15-4 Flying Fish",ZoyPet,Cats,Toys,,4.2,105,1,2020-02-21 22:28:38.331,2020-02-21 22:28:38.331,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B0199NZZ62,"RC Pet Products 3/4"" Primary Collection Adjustable Dog Collar, Small, Purple",RC Pet Products,Dogs,"Collars, Harnesses & Leashes",9.0,4.7,105,1,2021-04-16 21:47:40.623,2021-04-16 21:47:40.623,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B08GY1TGRF,"Cartoon Puppy Dog Cat Hoodie Sweatshirt Winter Pet Clothes for Small Dogs French Bulldog Pug Coat Jacket Dogs Pets Clothing Suit (M, Hoodie-Wukong)",DealG,Dogs,Apparel & Accessories,12.6,4.2,105,1,2022-10-03 15:58:57.859,2022-10-03 15:58:57.859,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B0B54GY4GG,Bessie and Barnie Bagel Dog Bed - Extra Plush Faux Fur Dog Bean Bed - Circle Dog Bed - Waterproof Lining and Removable Washable Cover - Calming Dog Bed - Multiple Sizes & Colors Available,Bessie + Barnie,Cats,Beds & Furniture,109.0,4.2,105,1,2019-12-07 07:02:34.432,2019-12-07 07:02:34.432,0,1.0,1.0,1.0,105.0,4.663439094112067,Medium
B093SQWQ32,"Soft Mesh Plaid Puppy Harness - Small Dog Harness and Leash Set, Adjustable & Comfortable Harness with Reflective Design for Puppies and Small Breeds Dogs, for Outdoor Walking (Beige)",KOOLTAIL,Dogs,"Collars, Harnesses & Leashes",15.99,4.5,3853,2,2022-11-07 19:56:25.633,2023-02-23 23:35:15.204,108,3.54796320630749,0.5637037037037037,0.018518518518518517,1085.9751851851852,4.654426423755149,Medium
B07S2RY7H7,abobo Catnip Organic Silver Vine/Matatabi for Cats Treats 3.6 OZ,abobo,Cats,Toys,,3.6,104,1,2019-11-20 16:49:54.827,2019-11-20 16:49:54.827,0,1.0,1.0,1.0,104.0,4.653960350157523,Medium
B0863FG29K,DISCONTINUED BY MANUFACTURER:NUTRO MAX Puppy Recipe With Farm Raised Chicken Dry Dog Food 4 Pounds,Nutro,Dogs,Food,,4.4,104,1,2016-05-30 17:52:12.000,2016-05-30 17:52:12.000,0,1.0,1.0,1.0,104.0,4.653960350157523,Medium
B00MSCEGFI,BAG-it & PERMA-lid Combo for LitterMaid Receptacles - an end to buying!,LazrArt,Cats,Litter & Housebreaking,,3.8,104,1,2016-01-06 08:14:40.000,2016-01-06 08:14:40.000,0,1.0,1.0,1.0,104.0,4.653960350157523,Medium
B07N85VF86,"Dogswell Happy Hips Wet Dog Food with Glucosamine & Chondroitin, Adult Formula, Lamb Recipe, 12 cans",Dogswell,Dogs,Food,,4.4,104,1,2020-05-18 21:59:18.864,2020-05-18 21:59:18.864,0,1.0,1.0,1.0,104.0,4.653960350157523,Medium
B0B9HNF68H,"BEAUTYZOO Reflective Dog Winter Coat,Reversible British Style Plaid Dog Vest Windproof Waterproof Dog Jacket Clothes for Small Medium Large Dogs, Pet Apparel Girl or Boy Outfits, Beige M",BEAUTYZOO,Dogs,Apparel & Accessories,5.99,4.3,104,1,2022-10-07 14:28:42.437,2022-10-07 14:28:42.437,0,1.0,1.0,1.0,104.0,4.653960350157523,Medium
B0002APQ6G,"Simple Solution Lawn Spot Away Instant Lawn Repair, 32 Ounce Spray",Simple Solution,Dogs,Training & Behavior Aids,,2.8,103,1,2015-10-06 00:39:31.000,2015-10-06 00:39:31.000,0,1.0,1.0,1.0,103.0,4.6443908991413725,Medium
B08RZ8TPQR,"ACKERPET Stretch Dog Fleece Vest Jacket, Haif Zip Pullover Fleece Dog Sweater Winter Coat, Warm Dog Apparel Clothes for Cold Weather, Cozy Dog Fleece for Small Medium Dogs (L, Pink)",ACKERPET,Dogs,Apparel & Accessories,19.99,4.4,102,1,2021-02-17 14:11:50.252,2021-02-17 14:11:50.252,0,1.0,1.0,1.0,102.0,4.634728988229636,Medium
B07KQFNXLT,"SunGrow Rabbit, Silkie Chicken & Ferret Bowl with Stand, Helps Pet Chicken & Duck to Drink Water, Elevated Ceramic Feeder and Water Dish for Small Pets",SunGrow,Small Animals,Feeding & Watering Supplies,6.66,4.5,102,1,2019-07-25 21:24:24.640,2019-07-25 21:24:24.640,0,1.0,1.0,1.0,102.0,4.634728988229636,Medium
B07SRYFCMB,Tan Universal Waterproof Hammock Back Seat Cover By Majestic Pet Products,Majestic Pet,Dogs,Carriers & Travel Products,37.41,4.2,102,1,2014-05-29 13:17:47.000,2014-05-29 13:17:47.000,0,1.0,1.0,1.0,102.0,4.634728988229636,Medium
B07P3M2WKM,"DreamDealsSg Water Conditioner Pack for Freshwater Cherry Shrimp, Betta, Colour Enhancer, Boost Vitality, Stimulates Breeding 100g Mineral Aquarium Rocks, 5 Alder Cones and 10 Mineral Balls (10mm)",DREAMDEALS So Good,Fish & Aquatic Pets,Aquarium Water Treatments,,4.3,102,1,2020-04-20 00:09:30.580,2020-04-20 00:09:30.580,0,1.0,1.0,1.0,102.0,4.634728988229636,Medium
B0BHYYFN4C,"Nulo Hydrate Premium Water Enhancer for Cats, with Nutritional Electrolytes to Help Water Absorption Along with Amino Acids and Vitamins to Support Your Cats Overall Health, Pack of 12",Nulo,Dogs,Health Supplies,44.28,3.1,102,1,2020-10-04 17:06:48.606,2020-10-04 17:06:48.606,0,1.0,1.0,1.0,102.0,4.634728988229636,Medium
B09FC5THJP,"Purina Friskies Made in USA Facilities Cat Treats, Party Mix Original Crunch - 20 oz. Canister",Friskies,Cats,Treats,9.49,4.8,23936,27,2016-04-27 17:02:18.000,2021-03-22 21:52:12.865,1790,58.80420499342969,0.45915083798882683,0.015083798882681564,407.0457206703911,4.62970084870259,Medium
B0C4SZM5B4,"ChuckIt! Sport LX Ball Launcher System 2 Player Pack, Medium, Assorted (Orange, Blue, Green)",Chuckit!,Dogs,Toys,18.38,3.8,101,1,2016-06-26 21:30:51.000,2016-06-26 21:30:51.000,0,1.0,1.0,1.0,101.0,4.624972813284271,Medium
B00K8SZA2C,"HomeoVet EquioPathics WRM Clear, Natural Worm Medicine for Large Animals, 120 Milliliters",HomeoPet,Horses,Health Supplies,,4.2,101,1,2016-05-04 18:16:37.000,2016-05-04 18:16:37.000,0,1.0,1.0,1.0,101.0,4.624972813284271,Medium
B0B2B5MKJR,GuineaDad Guinea Pig Pea Flakes Nourish Series - Healthy Pea Chips (Large),GuineaDad,Fish & Aquatic Pets,Food,13.95,4.5,101,1,2023-02-05 20:12:37.490,2023-02-05 20:12:37.490,0,1.0,1.0,1.0,101.0,4.624972813284271,Medium
B07PY52NG5,"ORIJEN Dry Cat Food, Six Fish, Biologically Appropriate & Grain Free",ORIJEN,Cats,Food,,4.4,973,3,2017-07-14 15:39:27.669,2017-11-28 14:30:16.584,136,4.467805519053877,0.6714705882352942,0.022058823529411766,217.78029411764706,4.620665295945855,Medium
B0C3VWC1XN,"Raised Dog Bowl - Tatota Elevated Dog Bowls with 3 Adjustable Heights (2.75” 7.3” & 10.6”), Dog Bowl Stand with 2 Stainless Steel Dog Bowls, Dog Feeding Station for Large, Medium, Small Dogs & Cats",Tatota,Dogs,Feeding & Watering Supplies,59.99,4.5,100,1,2022-11-02 01:10:31.671,2022-11-02 01:10:31.671,0,1.0,1.0,1.0,100.0,4.61512051684126,Medium
B00ZJZPEGG,Harley-Davidson Plush and Canvas Bone Dog Toy with Motor Sound | 7-Inches,Harley-Davidson,Dogs,Toys,,4.1,100,1,2016-07-17 04:25:13.000,2016-07-17 04:25:13.000,0,1.0,1.0,1.0,100.0,4.61512051684126,Medium
B01A5THJ3Q,Greenies Fresh Dental Treats for Dogs Teenies - 43 Pack - (Dogs 5-15 lbs) - Pack of 2,Greenies,Dogs,Treats,,4.7,100,1,2023-02-16 18:35:59.414,2023-02-16 18:35:59.414,0,1.0,1.0,1.0,100.0,4.61512051684126,Medium
B00BUFTA8M,Prevue Pet Products BPV103 Cotton Thread Fibers Bird Nesting Material Box,Prevue Pet Products,Birds,Birdcage Accessories,6.3,4.0,100,1,2018-03-10 23:48:49.147,2018-03-10 23:48:49.147,0,1.0,1.0,1.0,100.0,4.61512051684126,Medium
B09LZG9195,PetFusion Premium Cat and Dog Cooling Blanket. Lightweight Pet Blanket | Machine Washable Pet Blanket | Multiple Sizes: for Pets Small to Extra-Large | Multiple Colors: Grey Blanket and Brown Blanket,PetFusion,Cats,Beds & Furniture,28.56,4.6,100,1,2021-10-09 12:27:31.118,2021-10-09 12:27:31.118,0,1.0,1.0,1.0,100.0,4.61512051684126,Medium
B08RF7L135,"Annamaet Enhance Vitamin and Mineral Supplement for Raw and Home Cook Meals for Dogs, 8.5-oz jar,Off White",Annamaet,Dogs,Health Supplies,51.68,4.2,100,1,2021-03-02 23:11:11.374,2021-03-02 23:11:11.374,0,1.0,1.0,1.0,100.0,4.61512051684126,Medium
B09PVPL1B3,"PENN-PLAX Infra-Red Quick-Net Aquarium Fish Nets – Red Color for Invisibility – Durable, Strong, and Safe",Penn-Plax,Fish & Aquatic Pets,Aquarium Cleaners,4.62,4.6,99,1,2021-08-07 00:32:49.537,2021-08-07 00:32:49.537,0,1.0,1.0,1.0,99.0,4.605170185988092,Medium
B0B6PTJZ5P,Wullu Planet Cat Scratch Board Cardboard Cat Scratcher for Indoor Cats Reversible Cat Scratching Pad with Catnip (Pink+Blue),Wullu Planet,Cats,Beds & Furniture,11.19,4.6,99,1,2022-10-06 11:01:03.791,2022-10-06 11:01:03.791,0,1.0,1.0,1.0,99.0,4.605170185988092,Medium
B01N52EK1I,Peak Pooch - No-Pull Dog Harness - Padded Step in Dog Harness - Comfort Mesh Fabric Dog Vest with Buckle and Metal Rings for Dog Leash - Black - 28-36 in Chest,Peak Pooch,Dogs,"Collars, Harnesses & Leashes",12.99,3.9,98,1,2018-09-12 13:24:54.475,2018-09-12 13:24:54.475,0,1.0,1.0,1.0,98.0,4.59511985013459,Medium
B087M4F8N3,"Knodel Pet Car Seat Cover, 100% Waterproof Bench Car Seat Cover Protector, Nonslip & Washable, Universal Size Fits for Cars, Trucks & SUVs",K KNODEL,Dogs,Carriers & Travel Products,,4.2,98,1,2020-08-23 05:13:55.351,2020-08-23 05:13:55.351,0,1.0,1.0,1.0,98.0,4.59511985013459,Medium
B09FLK2S7L,Fitwarm Argyle Dog Dress Lightweight Knitted Pet Clothes Doggie Turtleneck Sweater Puppy Girl One-Piece Doggy Outfits Cat Apparel Pink Small,Fitwarm,Dogs,Apparel & Accessories,,4.4,98,1,2021-11-06 20:05:24.204,2021-11-06 20:05:24.204,0,1.0,1.0,1.0,98.0,4.59511985013459,Medium
B08P2K3XGB,"Demigreat Service Dog Harness - Adjustable Reflective Soft Breathable No Pull Dog Harness - Easy Control for Walking Training Running, Comfortable and Healthy Dog Harness for Small Medium Large Dogs",Demigreat,Dogs,"Collars, Harnesses & Leashes",9.99,4.0,98,1,2021-09-08 05:08:51.996,2021-09-08 05:08:51.996,0,1.0,1.0,1.0,98.0,4.59511985013459,Medium
B07XBKM3ZL,"Flexzion Retractable Dog Leash for Large Dogs Medium Breed, Cats 23ft Black Heavy Duty Anti Tangle Extra Long Reflective Extendable Leash with Lock Button, Night Safety",Flexzion,Dogs,"Collars, Harnesses & Leashes",25.99,4.2,98,1,2018-07-06 07:57:26.938,2018-07-06 07:57:26.938,0,1.0,1.0,1.0,98.0,4.59511985013459,Medium
B017DCWMYE,"Mendota Pet Show Snap Leash - Dog Lead - Made in The USA - Silver, 1/8 in x 4 ft - for Small Breeds",Mendota Pet,Dogs,"Collars, Harnesses & Leashes",12.49,4.4,97,1,2019-03-19 01:28:22.572,2019-03-19 01:28:22.572,0,1.0,1.0,1.0,97.0,4.584967478670572,Medium
B0BGS9Q7WS,"Dog Puzzle Toys, Crinkle Paper Squeaky Dog Toys for Boredom and Stimulating, Enrichment Snuffle Treat Dispensing Interactive Dog Toy, No Stuffing Plush Chew Cute Small Medium Dog Puppy Gift, Sheep",REQIHO,Dogs,Toys,11.99,4.4,97,1,2022-12-18 20:31:43.581,2022-12-18 20:31:43.581,0,1.0,1.0,1.0,97.0,4.584967478670572,Medium
B007W1A3ES,"CozyCatFurniture Incline Cat Scratcher, Made in USA, Solid Wood Cat Scratching Post, Unoiled Sisal Rope and Thick Carpet, Brown Color",CozyCatFurniture,Cats,Beds & Furniture,,4.3,97,1,2019-02-15 13:25:48.362,2019-02-15 13:25:48.362,0,1.0,1.0,1.0,97.0,4.584967478670572,Medium
B0BC6DV59S,"16’’ High Dog Stairs for Small Dogs, 3 Step Pet Stairs & Steps for Dogs to Get on Bed, Dog Steps for Bed and Couch",InfinCreats,Dogs,Beds & Furniture,46.99,4.7,95,1,2023-03-08 03:54:33.899,2023-03-08 03:54:33.899,0,1.0,1.0,1.0,95.0,4.564348191467836,Medium
B0BFPQVHZT,"PoyPet Plush Dog Harness, Soft Padded No Pull Vest Harness, Reflective Adjustable Escape Proof with Easy Control Handle for Small Medium Large Dogs(Checkered Pink,L)",PoyPet,Dogs,"Collars, Harnesses & Leashes",17.83,4.3,95,1,2022-11-29 15:05:52.331,2022-11-29 15:05:52.331,0,1.0,1.0,1.0,95.0,4.564348191467836,Medium
B07Z4WFW7X,"BinetGo Calming Cat and Dog Beds，20/24/32 inches Dog Bed, Black/Pink/Beige Puppy Bed ,Original Calming Donut Cat and Dog Bed in Shag Fur– Machine Washable, Anti Slip Waterproof Bottom (24"", Pink)",BinetGo,Dogs,Beds & Furniture,26.99,4.4,9959,2,2020-01-09 00:27:51.575,2020-05-11 16:19:54.144,123,4.040735873850197,0.4949593495934959,0.016260162601626018,2464.650081300813,4.556760272383966,Medium
B0986169CZ,"Funio Poop Bags, 960 Counts Dog Poop Bag, Super Value Dog Poop Bag Bulk,Unscented Poop Bags for Dogs,Earth Friendly Doggy Poop Bags,Extra Thick and Leak Proof",Funio,Dogs,Litter & Housebreaking,,4.6,94,1,2021-10-04 02:50:02.023,2021-10-04 02:50:02.023,0,1.0,1.0,1.0,94.0,4.553876891600541,Medium
B07LCGX1SN,PetSafe YardMax Battery-Operated In-Ground Pet Fence - Cordless Transmitter for Easy DIY - Waterproof and Rechargeable Collar for Dogs 5lb & Up - from The Parent Company of Invisible Fence Brand,PetSafe,Dogs,Training & Behavior Aids,319.95,4.4,81,2,2020-08-28 21:39:53.929,2020-10-27 09:39:13.231,59,1.938239159001314,1.0318644067796612,0.03389830508474576,41.79050847457627,4.547136741922844,Medium
B07MPJS66S,"Sparky Pet Co 3/4"" Solid Nylon Compatible with Petsafe Replacement Strap Compatible with Petsafe Free to Roam Wireless Fence Receiver Collar (PIF00-15001,PIF00-15002) (Purple)",Sparky Pet Co,Top Dog Supplies,,18.99,4.5,93,1,2019-01-29 22:38:17.678,2019-01-29 22:38:17.678,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B08PKCXTY8,"Winter Dog Coat Reversible Dog Jackets Bone Waterproof Reflective Cold Weather Pet Wearing for Small Medium Large Dogs (Pink, S)",Cdipesp,Dogs,Apparel & Accessories,14.99,4.3,93,1,2021-04-04 17:50:45.332,2021-04-04 17:50:45.332,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B01N8QF4OJ,"WWE Plush Dog Toy, The Rock",WWE,Dogs,Toys,,4.4,93,1,2019-03-29 18:48:33.107,2019-03-29 18:48:33.107,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B01N0KZCD7,Dezi & Roo Cloud Nine Silver Vine Pure Potent Powder - 30 Grams - 100% Fruit Gall,Dezi & Roo,Cats,Treats,12.99,4.4,93,1,2020-07-31 02:12:48.926,2020-07-31 02:12:48.926,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B0721RRNLC,"Gooby - Raincoat, Adjustable Rain Cap with See Through Visor, Yellow, Small",Gooby,Dogs,Apparel & Accessories,,4.0,93,1,2018-12-06 13:21:02.761,2018-12-06 13:21:02.761,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B00GC6WKTK,"Hill'S Science Diet Adult Grain-Free Salmon Dry Cat Food, 2 Lb Bag",Hill's Science Diet,Cats,Food,,3.9,93,1,2014-03-02 17:27:19.000,2014-03-02 17:27:19.000,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B092D69XXP,"YWAOOH Windmill Cat Toys for Indoor Cats, Interactive Turntable Tease Cat Toys with Suction Cup, Funny Massage Scratching Tickle Kitten Toys with Catnip, Catnip Ball & Bell",YWAOOH,Cats,Toys,,3.2,93,1,2021-07-19 21:51:59.517,2021-07-19 21:51:59.517,0,1.0,1.0,1.0,93.0,4.543294782270004,Medium
B09QJKHGC5,"MICROBE-LIFT Ammonia Remover Aquarium Water Treatment for Fresh and Salt Water Fish Tanks, 16oz",MICROBE-LIFT,Fish & Aquatic Pets,Aquarium Water Treatments,17.26,4.3,92,1,2023-03-07 05:32:17.906,2023-03-07 05:32:17.906,0,1.0,1.0,1.0,92.0,4.532599493153256,Medium
B07QS5N1D8,"Benebone Wishbone Durable Dog Chew Toy for Aggressive Chewers, Real Peanut, Made in USA, Medium",Benebone,Dogs,Toys,12.52,4.5,84140,38,2015-03-04 18:10:55.000,2023-02-08 02:07:35.074,2897,95.17082785808147,0.39928201587849504,0.013117017604418364,884.0944425267519,4.52795757792133,Medium
B07F3ZN9VV,Dog Costume Pet Puppy Suit Cowboy Rider Style Dog Carrying Costume for Halloween Christmas Party Photograph-Small,QIAONIUNIU,Dogs,Apparel & Accessories,12.52,4.0,91,1,2020-01-09 16:14:42.239,2020-01-09 16:14:42.239,0,1.0,1.0,1.0,91.0,4.5217885770490405,Medium
B07G9MVWC9,"Noba Cat Litter Scoop, Ruby Red",Noba,Cats,Litter & Housebreaking,4.99,4.5,91,1,2019-09-05 03:36:00.862,2019-09-05 03:36:00.862,0,1.0,1.0,1.0,91.0,4.5217885770490405,Medium
B09Z74938F,"Retractable Dog Leash, Pet Walking Leash with Anti-Slip Handle, Strong Nylon Tape, Tangle-Free,One-Handed One Button Lock & Release, Suitable for Small/Medium Dog Or Cat,10 ft Pink",GENMAI SOEASY,Dogs,"Collars, Harnesses & Leashes",7.68,3.9,91,1,2022-08-08 17:47:36.500,2022-08-08 17:47:36.500,0,1.0,1.0,1.0,91.0,4.5217885770490405,Medium
B0B42FGW2F,"MEREN Cat Litter Scoop with Holder,Plastic Cat Litter Scooper,Deep Shovel,Large Capacity,Cat Scooper for Litter Box with Stand, Great for Scoop Away Cat Litter,Poop Sifting,Durable and Cute(Green).",MEREN,Cats,Litter & Housebreaking,11.99,4.5,90,1,2023-02-25 01:38:06.091,2023-02-25 01:38:06.091,0,1.0,1.0,1.0,90.0,4.51085950651685,Medium
B078V36JTD,"Dog Clothes Summer, Wakeu Pet Puppy Vest Camouflage Patten T-Shirt Apparel for Chihuahua Small Dog Boy Girl (Hot Pink, S)",Wakeu Pet Supplies,Dogs,Apparel & Accessories,1.01,4.4,90,1,2019-04-14 13:08:28.475,2019-04-14 13:08:28.475,0,1.0,1.0,1.0,90.0,4.51085950651685,Medium
B0B6L3FV6K,Bully Max 25/11 High Protein & Low Fat Dog Food | Chicken-Free Lamb Flavor | Large Kibble Size | All Life Stages Including Large Breeds | 15 lbs.,Bully Max,Dogs,Food,55.99,4.5,89,1,2022-10-19 02:31:08.212,2022-10-19 02:31:08.212,0,1.0,1.0,1.0,89.0,4.499809670330265,Medium
B00MTLR32Q,"Dean and Tyler DT Freedom Muzzle, Size No. 25 - Erdel Female",Dean & Tyler,Dogs,"Collars, Harnesses & Leashes",67.95,4.3,89,1,2012-04-05 21:10:06.000,2012-04-05 21:10:06.000,0,1.0,1.0,1.0,89.0,4.499809670330265,Medium
