parent_asin,product_title,brand,main_category,category_l1,category_l2,category_l3,price,price_missing,average_rating,rating_number,demand_proxy,review_count,avg_review_rating,avg_helpful_vote,total_helpful_vote,verified_purchase_ratio,avg_review_text_length,first_review_date,last_review_date,weighted_rating_signal,value_score
B08WLBWQQQ,"Blue Buffalo Wilderness High Protein, Natural Kitten Dry Cat Food, Chicken 2-lb",Blue Buffalo,Pet Supplies,Pet Supplies,Cats,Food,14.98,False,4.8,8087,8087,4,4.5,0.5,2,1.0,192.5,2017-12-05 22:51:47.035,2020-02-10 08:01:01.502,43.19105645136147,2.8832480942163863
B001GAQA70,Starmark Everlasting Treat Bento Ball Tough Dog Chew Toy Medium,Starmark,Pet Supplies,Pet Supplies,Dogs,Toys,16.99,False,4.4,6296,6296,2,4.0,0.0,0,0.5,953.5,2016-06-15 19:20:14.000,2017-11-22 14:33:31.612,38.49044587735047,2.2654765083784856
B09S5H75P3,PAWISE Dog Agility Training Equipment Dog Obstacle Course Kit for Training Dog Jumping Hurdle Pet Agility Tunnel,PAWISE,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,89.99,False,4.3,825,825,1,3.0,0.0,0,1.0,81.0,2018-07-16 12:34:54.768,2018-07-16 12:34:54.768,28.881357526140203,0.3209396324718325
B09WTP249L,"Waterproof Dog Beds for Large Dogs with Washable Cover, Soft Pet Bed Mat Pillows for Medium, Extra Large Dogs (31x 25x 3 Inch, Classic Style)",WINDRACING,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,35.99,False,4.4,926,926,2,4.0,3.0,6,0.5,437.0,2021-04-13 02:29:40.152,2021-07-06 15:06:16.939,30.060595688489766,0.8352485603914911
B08W4WR288,"Blue Buffalo Cat Food, Natural Chicken Recipe, High Protein, Adult Dry Cat Food, 12 lb bag",Blue Buffalo,Pet Supplies,Pet Supplies,Cats,Food,43.98,False,4.7,17246,17246,10,4.8,1.1,11,1.0,413.8,2011-12-08 01:38:53.000,2021-08-17 19:12:35.760,45.85034942316958,1.0425272720138605
B07JVL4YFR,Snoozer Pet Products - Luxury Overstuffed Corner Dog Bed with Microsuede | Small - Dark Chocolate/Buckskin,Snoozer,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,125.95,False,3.5,29,29,1,4.0,0.0,0,1.0,42.0,2016-12-02 19:34:03.000,2016-12-02 19:34:03.000,11.904190835817545,0.09451521108231477
B08R25SKM2,PetSafe Walk Along Outdoor Harness,PetSafe,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",37.95,False,4.5,118,118,1,5.0,1.0,1,0.0,1039.0,2019-09-09 14:22:11.082,2019-09-09 14:22:11.082,21.506055719001882,0.5666944853491932
B09FLCPV1F,"Blueberry Pet Classic Dog Sweater Wool Blend Cable Knit Pullover Crewneck Winter Clothes in Smoke Grey, Back Length 16"", Medium Warm Coat for Pet",Blueberry Pet,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,19.99,False,4.5,4003,4003,1,3.0,0.0,0,1.0,225.0,2019-11-17 19:46:37.646,2019-11-17 19:46:37.646,37.327721131958,1.8673197164561282
B07G9MVWC9,"Noba Cat Litter Scoop, Ruby Red",Noba,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,4.99,False,4.5,91,91,1,5.0,2.0,2,1.0,71.0,2019-09-05 03:36:00.862,2019-09-05 03:36:00.862,20.34804859672068,4.077765249843823
B0781ZFDFN,"Arm & Hammer for Pets 54 Count Puppy Training Pads with Baking Soda, X-Large/30 x 22.5""""""",Arm & Hammer,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,19.99,False,4.0,1653,1653,3,5.0,0.0,0,1.0,117.0,2020-04-23 14:07:48.519,2020-12-23 03:52:55.034,29.643807502334546,1.482931841037246
B07K6JSBRB,"PetHonesty Chlorhexidine Shampoo - Ketoconazole & Aloe for Dogs & Cats - Helps Itching, Hot Spots, Irritation & Allergies, Sensitive Skin, Deodorizing Dog Shampoo, Dog Grooming Supplies - 16oz",PetHonesty,Pet Supplies,Pet Supplies,Dogs,Grooming,20.99,False,4.6,6097,6097,1,5.0,0.0,0,1.0,90.0,2019-12-10 16:16:07.367,2019-12-10 16:16:07.367,40.092294186721716,1.9100664214731644
B0B2B5MKJR,GuineaDad Guinea Pig Pea Flakes Nourish Series - Healthy Pea Chips (Large),GuineaDad,Pet Supplies,Pet Supplies,Fish & Aquatic Pets,Food,13.95,False,4.5,101,101,1,5.0,2.0,2,1.0,494.0,2023-02-05 20:12:37.490,2023-02-05 20:12:37.490,20.81237765977922,1.4919267139626682
B07CRQ54GB,Rubit The Easy Dog Tag Curve Shape Switch Clip. Large Silver,Rubit,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",9.95,False,4.2,504,504,1,5.0,0.0,0,1.0,90.0,2018-07-24 04:44:30.236,2018-07-24 04:44:30.236,26.143145402956513,2.6274517992921123
B07H81KGHH,"Fida Retractable Dog Leash, 10ft Heavy Duty Pet Walking Leash for X-Small Dog or Cat up to 18 lbs, Tangle Free. One-Hand Brake (X-Small, Green)",Fida,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",12.59,False,4.5,45232,45232,4,3.75,0.0,0,1.0,147.5,2019-06-23 10:37:52.617,2022-06-27 23:12:02.568,48.23811984568923,3.831463053668724
B09GT88YW7,"Amazon Basics Pet Carrier Kennel With Metal Wire Ventilation, 23-Inch",Amazon Basics,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,54.99,False,4.6,50330,50330,11,4.545454545454546,0.5454545454545454,6,0.8181818181818182,480.72727272727275,2018-05-26 23:57:08.337,2022-03-31 19:48:20.395,49.80133175481715,0.9056434216187879
B08RXV363J,"Bird Parakeet Toys,Swing Hanging Standing Chewing Toy Hammock Climbing Ladder Bird Cage Colorful Toys Suitable for Budgerigar, Parakeet, Conure, Cockatiel, Mynah, Love Birds, Finches",lovyoCoCo,Pet Supplies,Pet Supplies,Birds,Birdcage Accessories,14.97,False,4.7,2726,2726,1,5.0,0.0,0,1.0,49.0,2021-08-28 18:50:42.787,2021-08-28 18:50:42.787,37.18149969937427,2.4837341148546606
B01LD1N61E,Copatchy No Pull Reflective Adjustable Dog Harness with Handle (Large Blue),Copatchy,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",12.95,False,4.4,13820,13820,4,3.25,0.25,1,1.0,120.5,2017-05-16 21:46:33.000,2022-07-18 11:44:36.776,41.949355595857725,3.239332478444612
B08S2WVSSX,"Fida 4 FT Heavy Duty Dog Leash with 2 Comfortable Padded Handles, Traffic Handle & Advanced Easy Snap Hook, Reflective Walking Lead for Large, Medium & Small Breed Dogs, Rose",Fida,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.99,False,4.7,3183,3183,1,4.0,0.0,0,1.0,89.0,2022-12-10 16:45:26.722,2022-12-10 16:45:26.722,37.90969967073209,2.3708380031727385
B0957SHLFL,"Ideal Pet Products Replacement Flap for Ruff Weather Pet Door, Medium, 7.25"" x 13"" Flap Size",IDEAL PET PRODUCTS SINCE 1979,Pet Supplies,Pet Supplies,Dogs,"Doors, Gates & Ramps",35.86,False,4.6,4047,4047,1,2.0,26.0,26,1.0,1158.0,2016-12-16 05:20:45.000,2016-12-16 05:20:45.000,38.20749977044959,1.0654629049205127
B01KA21BFK,Cesar Millan The Illusion Dog Collar & Leash Set (Next Generation) (Medium RED),Cesar Millan,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,3.7,282,282,1,4.0,0.0,0,1.0,419.0,2015-02-06 22:17:52.000,2015-02-06 22:17:52.000,20.888153521279982,
B01B94NTYO,"Lantoo Dog Seat Cover, Large Back Seat Pet Seat Cover Hammock for Cars, Trucks, SUVs with Nonslip Backing, Side Flaps, Waterproof, Soft",Lantoo,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,,True,4.2,1951,1951,1,5.0,0.0,0,1.0,115.0,2017-10-23 18:32:54.565,2017-10-23 18:32:54.565,31.821761021286758,
B00ZK2JGHQ,TropiClean 2-in-1 Papaya & Coconut Dog Shampoo and Conditioner | Natural Pet Shampoo Derived from Natural Ingredients | Cat Friendly | Made in the USA | 20 oz.,TropiClean,Pet Supplies,Pet Supplies,Dogs,Grooming,14.99,False,4.6,34448,34448,10,4.7,0.1,1,0.7,246.8,2015-11-29 21:47:24.000,2023-01-12 11:57:27.138,48.057282142843775,3.2059561135986505
B0BJP23MZ8,"BRUTUS & BARNABY Pig Ear Slivers - Thick Cut, All Natural Dog Treat, Healthy Pure Pork Ear, Easily Digested, Best Gift for Large & Small Dogs (1 lb)",BRUTUS & BARNABY,Pet Supplies,Pet Supplies,Dogs,Treats,20.99,False,4.1,1756,1756,1,5.0,0.0,0,1.0,44.0,2020-12-10 06:27:54.440,2020-12-10 06:27:54.440,30.632588661567095,1.4593896456201572
B01HE4POP0,"Immune System Support Supplement for Dogs & Cats. Natural, Vital Ingredients to Support a Healthy Pet Immune System. Simply Add to Pets Food (8 oz)",Vet Organics,Pet Supplies,Pet Supplies,Dogs,Health Supplies,,True,4.3,142,142,1,5.0,1.0,1,1.0,423.0,2017-03-26 04:11:43.000,2017-03-26 04:11:43.000,21.3402319101176,
B09LFQTSMJ,Coastal Pet Safari Dog Flexible Slicker Brush - Dog Brush for Shedding - Undercoat Rake and Grooming Brush for Small and Medium Dogs - Small,Coastal,Pet Supplies,Pet Supplies,Dogs,Grooming,22.49,False,4.5,325,325,1,5.0,0.0,0,1.0,158.0,2019-01-21 22:31:16.248,2019-01-21 22:31:16.248,26.041038216150184,1.1578940958715067
B0B6T5NJ4S,"The safest All-Natural Cheese Chews - Large (Pack of 4) - NO Chunks, NO preservatives, NO Bad Smell, Great Teeth Cleaner, Super Long-Lasting",The Safe Dog Chew Company,Pet Supplies,Pet Supplies,Dogs,Treats,26.95,False,4.4,38,38,1,5.0,0.0,0,0.0,352.0,2022-09-04 03:59:52.130,2022-09-04 03:59:52.130,16.119671242970444,0.5981325136538198
B07JMK6H9K,"Pet Craft Supply Super Snoozer Calming Indoor / Outdoor All Season Water Resistant Durable Dog Bed, Medium, Pewter",Pet Craft Supply,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,,True,3.7,24,24,2,3.5,0.0,0,0.0,418.5,2019-03-11 02:33:05.165,2019-03-23 21:13:04.846,11.909840552012342,
B08DHF881L,LOPHIPETS Dog Hoodies Sweatshirts for Small Dogs Teacup Chihuahua Yorkie Puppy Clothes Cold Weather Coat-Pink/XXS,LOPHIPETS,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,16.99,False,4.4,1991,1991,1,5.0,0.0,0,1.0,242.0,2021-10-27 15:34:50.637,2021-10-27 15:34:50.637,33.426335527835995,1.9674123324211887
B08TQXTMVY,"Dog Hoodie Pet Clothes Sweater with Hood and Pocket, Unique Tiger and Panda Design, Lightweight Dog Sweatshirts Hoodies for Small, Medium, Large Dogs, Dog Costume for Christmas (Panda, X-Small)",Dougez,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,,True,3.2,8,8,1,3.0,2.0,2,0.0,1027.0,2021-11-05 03:06:20.798,2021-11-05 03:06:20.798,7.031118647475903,
B0BX76YVP9,"Breeze Touch No Sit Haunch Holder Grooming Restraint for Small & Medium Dogs, Nylon Adjustable Loop Noose Wash Choker for Pet Bathing and Grooming, 2 Pcs",Breeze Touch,Pet Supplies,Pet Supplies,Dogs,Grooming,9.99,False,4.3,1975,1975,2,4.0,2.0,4,1.0,253.5,2022-06-25 00:55:16.820,2023-01-07 15:22:50.528,32.63196847672359,3.2664633109833425
B09Q57S1LM,blu&ben Genuine Leather Dog Collars Classic Soft Padded Leather Collar Stylish Breathable Dog Collar for Small Medium Large Dogs,blu&ben,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",11.99,False,4.4,281,281,1,5.0,0.0,0,1.0,44.0,2022-02-09 07:33:33.923,2022-02-09 07:33:33.923,24.824391112127703,2.070424613188299
B07CJDNYV9,BEWISHOME Cat Tree Condo Cat Tower for Indoor Cats Kitten Furniture Activity Center Pet Kitty Play House with Sisal Scratching Posts Perches Hammock Grey MMJ01B,BEWISHOME,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,87.9,False,4.7,5250,5250,1,2.0,1.0,1,1.0,445.0,2021-06-10 15:47:59.166,2021-06-10 15:47:59.166,40.26101692409794,0.45803204691806526
B07BK1NWMV,"Mogoko Funny Dog Chicken Costume, Pet Halloween Christmas Rooster Cosplay Dress, Adorable Cat Apparel Animal Warm Outfits Clothes(XL Size, Yellow)",Mogoko,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,15.99,False,4.2,3004,3004,1,5.0,0.0,0,1.0,21.0,2020-01-10 04:46:36.394,2020-01-10 04:46:36.394,33.633737957271094,2.103423261868111
B0C2JB27JR,Harrison's Bird Foods Pepper Lifetime Coarse 1lb Certified Organic Formula,Harrison's Bird Foods,Pet Supplies,Pet Supplies,Birds,Food,16.99,False,4.7,923,923,2,5.0,0.5,1,1.0,187.5,2014-10-20 18:19:03.000,2015-04-19 14:53:42.000,32.09494673671592,1.8890492487766875
B08BL6M3MG,"Halo Adult Wet Cat Food, Grain Free, Variety Pack 5.5oz Can (Pack of 12)",Halo Purely For Pets,Pet Supplies,Pet Supplies,Cats,Food,30.49,False,4.1,2645,2645,4,2.25,2.0,8,0.75,272.5,2015-11-02 16:40:53.000,2018-07-27 16:55:35.253,32.311297813167094,1.0597342674046275
B00Z70L0AC,Yagopet 50pcs/Pack Cute New Dog Hair Bows Pairs Rhinestone Pearls Flowers Topknot Mix Styles Dog Bows Pet Grooming Products Mix Colors Pet Hair Bows Topknot Rubber Bands,yagopet,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,11.99,False,4.6,1742,1742,1,5.0,0.0,0,1.0,161.0,2016-03-21 07:09:38.000,2016-03-21 07:09:38.000,34.33147000939209,2.8633419524096824
B07WHF7KWN,"Made in USA Foldable Pet Steps/Stairs with CertiPUR-US Certified Foam by Best Pet Supplies - Gray Linen, 4-Steps (H: 22""), Model:STF241-L",Best Pet Supplies,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,89.99,False,4.7,1806,1806,2,5.0,0.0,0,1.0,198.0,2019-12-20 00:12:55.831,2021-11-04 22:00:52.673,35.247289465783474,0.3916800696275528
B099TNQLTF,"Petology Keratin Fortifying Dog Conditioner, Gallon - Natural, Infused with Keratin and Amino Acids to Strengthen and Moisturize Your Dog's Coat, Repairs and Strengthens The Coat, Bulk Refill 128 oz",Petology,Pet Supplies,Pet Supplies,Dogs,Grooming,34.99,False,4.6,27,27,1,5.0,0.0,0,0.0,161.0,2022-05-13 15:05:56.135,2022-05-13 15:05:56.135,15.328140746805936,0.43807204192071836
B00ODRO7W8,"Honey Care All-Absorb, Small 17.5"" x 23.5"", 120 Count, Dog and Puppy Training Pads, Ultra Absorbent and Odor Eliminating, Leak-Proof 5-Layer Potty Training Pads with Quick-Dry Surface, Blue, A05",HONEY CARE,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,19.99,False,4.5,10512,10512,6,4.166666666666667,2.5,15,0.8333333333333334,215.16666666666666,2015-12-26 23:49:12.000,2021-05-07 01:14:11.378,41.671655395091236,2.0846250822957098
B09TV1CJ5D,"Blue Buffalo Baby BLUE Healthy Growth Formula Grain Free High Protein, Natural Kitten Pate Wet Cat Food Variety Pack, Chicken, Salmon 3-oz (6 Count- 3 of Each Flavor)",Blue Buffalo,Pet Supplies,Pet Supplies,Cats,Food,9.99,False,4.6,278,278,1,4.0,3.0,3,0.0,1974.0,2022-04-29 10:51:11.359,2022-04-29 10:51:11.359,25.90357419637828,2.5929503700078356
B0823DFZXM,"The Real Meat Company 828017 Dog Jerky Venison Treat, 4-Ounce",The Real Meat Company,Pet Supplies,Pet Supplies,Dogs,Treats,13.29,False,4.5,136,136,1,1.0,0.0,0,1.0,184.0,2021-03-22 18:05:11.840,2021-03-22 18:05:11.840,22.139914166226564,1.6659077626957537
B0BSMK958H,"Halo 100% Chicken Breast Freeze-Dried Raw Treats, 3.7 oz.",Halo Purely For Pets,Pet Supplies,Pet Supplies,Cats,Treats,17.99,False,4.0,2309,2309,5,3.8,0.0,0,0.6,204.0,2014-04-08 13:16:22.000,2020-11-12 18:23:47.447,30.980011214063357,1.7220684388028549
B0973Y33PB,"Meow Mix Original Choice Dry Cat Food, 18 Ounce (Pack of 6)",Meow Mix,Pet Supplies,Pet Supplies,Cats,Food,20.7,False,4.7,37145,37145,23,4.913043478260869,0.8260869565217391,19,0.9565217391304348,114.47826086956522,2015-04-28 03:08:09.000,2022-11-10 05:01:58.061,49.45627345191225,2.3891919541986595
B01IOGUXAI,"DOGHELIOS 'Blizzard' Full-Bodied Comfort-Fitted Adjustable and 3M Reflective Winter Insulated Pet Dog Coat Jacket w/ Blackshark Technology, Large, Blue",DOG HELIOS,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,66.19,False,4.1,455,455,2,5.0,0.5,1,1.0,230.5,2018-11-22 05:03:50.610,2021-03-01 00:40:08.061,25.10222051900898,0.37924490888365286
B0C454PWN6,"Dog Toys for Aggressive Chewers, Indestructible Durable Dog Chew Toys, Non-Toxic Food Grade Nylon Dog Bone Toy Reduces Boredom, Tested by Labrador, Golden Retriever, More Small Medium and Large Breed",BZONZOON,Pet Supplies,Pet Supplies,Dogs,Toys,9.89,False,4.2,8171,8171,2,3.5,0.0,0,1.0,113.5,2021-07-11 11:18:41.848,2021-09-14 17:26:29.488,37.835569614937555,3.8256389903880237
B07W5LR244,"Downtown Pet Supply - Dog Crate Mat - Comfort Dog Bed or Cat Bed - Soft Fleece Nap Mat - Easy Maintenance, Machine Washable Dog Bed - Red - 42 in x 27 in - Extra Large Dog Bed",Downtown Pet Supply,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,25.99,False,4.2,1648,1648,2,4.5,0.5,1,1.0,89.5,2018-05-26 01:45:54.255,2020-01-01 17:15:22.965,31.113282154750316,1.1971251310023208
B083RWFNVF,"rabbitgoo Tactical Dog Harness for Medium Dogs, Military Dog Harness with Handle, No-Pull Service Dog Vest with Molle & Loop Panels, Adjustable Dog Vest Harness for Training Hunting Walking, Tan, M",rabbitgoo,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",36.99,False,4.4,16346,16346,1,5.0,0.0,0,1.0,98.0,2021-01-01 07:58:50.612,2021-01-01 07:58:50.612,42.68791856230532,1.1540394312599438
B0176EPOVW,"Master Equipment Pet Grooming Table for Pets,Blue",Master Equipment,Pet Supplies,Pet Supplies,Cats,Grooming,79.69,False,4.5,1870,1870,1,5.0,0.0,0,1.0,137.0,2019-12-22 20:53:47.211,2019-12-22 20:53:47.211,33.9040274682334,0.42544895806542105
B09SCNVPHZ,"Hurray 3 Pack Puppy Teething Chew Toys for Relieve Itching and Clean Teeth - Dog Toys for Small Dogs, Puppies Dog Teething Toys - Size Small, Pet Supplies Rubber Dental Chew Toy - Up to 15 lbs",Hurray,Pet Supplies,Pet Supplies,Dogs,Toys,6.99,False,4.1,280,280,1,5.0,0.0,0,1.0,68.0,2022-05-13 18:55:15.020,2022-05-13 18:55:15.020,23.117254144268355,3.307189434087032
B07PM25QGL,"The Missing Link Pet Kelp Skin & Coat Powder Formula, Organic & Limited Ingredient Superfood Supplement, Kelp, Flaxseed & Sunflower Seed, Omegas Support Puppy, Adult & Senior Dogs, 8oz",The Missing Link,Pet Supplies,Pet Supplies,Dogs,Health Supplies,15.99,False,4.5,1370,1370,1,2.0,0.0,0,0.0,602.0,2018-07-22 22:04:27.460,2018-07-22 22:04:27.460,32.50483055803041,2.032822423891833
B07CL85R19,"Muttluks Original Fleece-Lined Dog Boots – Warm, Cozy Socks for Dogs, Puppies – Stretchy, Adjustable Pet Booties – Leather Soles, Reflective Straps – 4 Pack – Green, X-Large",Muttluks,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,69.99,False,4.1,776,776,1,5.0,0.0,0,1.0,512.0,2016-01-19 16:13:31.000,2016-01-19 16:13:31.000,27.287305436507353,0.38987434542802335
B07NPKLMV5,"Go Pet Club Cat Tree Condo House Furniture, 28-Inch, Brown",Go Pet Club,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,46.26,False,4.4,1813,1813,5,4.4,0.2,1,0.8,145.8,2012-06-01 03:27:40.000,2017-10-19 19:19:37.447,33.01447437497036,0.7136721654770939
B07W83WBC8,"Natural Balance Original Ultra Whole Body Health Kitten Dry Cat Food, Chicken, Duck Meal & Salmon Meal Formula, 2 Pounds",Natural Balance,Pet Supplies,Pet Supplies,Cats,Food,,True,4.7,921,921,2,4.5,1.0,2,0.5,688.5,2015-01-29 18:17:26.000,2016-06-15 14:26:09.000,32.08476255071599,
B008B385VY,"Red Dingo Classic Dog Harness, X-Large, Red",Red Dingo,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",10.62,False,4.3,633,633,1,5.0,0.0,0,1.0,261.0,2019-03-13 21:31:33.632,2019-03-13 21:31:33.632,27.74381050408007,2.6124115352241124
B01KZTB3HE,"PetSafe RFA-67 6 Volt Replacement Batteries - 2 Pack - Compatible with PetSafe 6V Lithium Battery-Operated Pet Products and Specific Dog Receiver Collars - RFA-67D-11, Black",PetSafe,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,7.45,False,4.7,32352,32352,7,4.571428571428571,0.0,0,1.0,71.28571428571429,2015-03-08 00:41:40.000,2022-06-01 18:29:13.857,48.80697154726324,6.551271348625938
B08ZXM998F,"Blueberry Pet Southwestern Tribal Diamonds Adjustable Dog Collar, Medium, Neck 14.5""-20""",Blueberry Pet,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.99,False,4.3,65,65,1,5.0,0.0,0,1.0,243.0,2022-09-23 22:54:56.575,2022-09-23 22:54:56.575,18.015515390713627,1.126673883096537
B0864MM6LL,"NUTRO WHOLESOME ESSENTIALS Natural Dry Cat Food, Indoor Cat Adult Chicken & Brown Rice Recipe Cat Kibble, 5 lb. Bag",Nutro,Pet Supplies,Pet Supplies,Cats,Food,22.98,False,4.7,5446,5446,1,5.0,1.0,1,1.0,120.0,2018-10-04 16:05:44.052,2018-10-04 16:05:44.052,40.43325530370327,1.7594976198304295
B07J6TFWBH,"J&J Dog Supplies Obedience Retrieving Dumbbell with 3"" Ends, 3 1/2"" Wide Bit and 15/16"" Diameter Bit, Blue, Large",J&J Dog Supplies,Pet Supplies,Pet Supplies,Dogs,Toys,17.04,False,4.5,390,390,1,5.0,2.0,2,1.0,95.0,2021-11-04 02:36:43.745,2021-11-04 02:36:43.745,26.859184019934148,1.5762431936581074
B07X564J2P,Petmate TOP ENTRY LITTER PAN LINERS Dark Grey 8 Count (Pack of 1),Petmate,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,5.96,False,4.5,17319,17319,6,4.166666666666667,0.16666666666666666,1,1.0,597.8333333333334,2018-11-13 00:36:40.981,2020-11-02 11:54:51.181,43.918277319523916,7.368838476430187
B07RYMR7ST,"Nylon Training Dog Leash for Small Medium Large Dogs, 15ft 20ft 30ft 50ft Long Leash Dog/Puppy Lead for Obedience Recall Training, Camping (20ft, Blue)",MANDAO,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,7.47,False,4.5,7280,7280,2,5.0,0.0,0,1.0,99.5,2021-11-28 08:35:17.042,2022-07-23 22:14:54.163,40.0186057247762,5.357243068912477
B0B3B4FV6X,OPAWZ - Pet Hair Dye - Dog Grooming Supplies - Semi Permanent Hair Dye - Completely Safe Pet Hair Dye for Dogs & Puppies Over 12 Weeks Old - Blue Hair Dye - 5.3 Oz Tube,OPAWZ,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,22.99,False,4.3,1929,1929,1,5.0,7.0,7,1.0,731.0,2018-03-08 22:44:10.790,2018-03-08 22:44:10.790,32.530683712165406,1.4149927669493436
B01N3A438L,KONG - Snacks - All Natural Dog Treats Classic Rubber Toys - Puppy Recipe for Small Puppies (7 Ounce),KONG,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.4,5657,5657,12,3.1666666666666665,0.0,0,0.9166666666666666,91.08333333333333,2013-12-10 18:42:57.000,2018-05-14 16:18:35.220,38.01963330819066,
B0C3PBJPJG,"Pet Qwerks Zombie BarkBone - Nylon Dog Bone for Moderate Chewers - Bacon Flavor - 4""",Pet Qwerks,Pet Supplies,Pet Supplies,Dogs,Toys,5.55,False,4.3,11819,11819,9,3.888888888888889,0.3333333333333333,3,0.5555555555555556,405.55555555555554,2020-08-11 18:26:48.815,2022-11-04 05:04:15.964,40.32345765112838,7.2654878650681765
B015NC4820,"Snoozer Roll Around 4-in-1 Pet Carrier, Red/Black, Large",Snoozer,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,,True,4.4,1669,1669,1,5.0,0.0,0,1.0,27.0,2015-09-01 19:40:02.000,2015-09-01 19:40:02.000,32.650547183807525,
B097XVRM6S,Dog Squeaky Toys Indestructible Tough Durable Dog Toys ​Dog chew Toys for Large Dogs Interactive Aggressive chewers Toys for Dog Birthday,HJGL,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.1,88,88,1,1.0,3.0,3,1.0,219.0,2021-10-08 23:08:24.506,2021-10-08 23:08:24.506,18.40340911590177,
B09W583P59,"IAMS Adult High Protein Large Breed Dry Dog Food with Real Chicken, 40 lb. Bag",Iams,Pet Supplies,Pet Supplies,Dogs,Food,61.98,False,4.7,11187,11187,10,5.0,0.4,4,0.9,122.4,2014-07-13 16:06:27.000,2022-03-25 19:06:31.262,43.8162061553127,0.7069410480043998
B081DTLSJX,"Nature's Miracle Just for Cats Urine Destroyer Intense Urine Stain & Odor Remover, 32-Ounce Pour Bottle (P-5721)",Nature's Miracle,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,,True,4.4,1369,1369,3,5.0,0.0,0,1.0,383.0,2013-04-30 17:03:56.000,2017-06-10 17:08:14.981,31.779290482817554,
B07731Y4XN,Himalayan Secrets 22LB (10KG) Large Compressed Pink Himalayan Salt Animal Lick Block for Livestock and Wildlife - 100% Pure & Natural Feed Salt - 84 Natural Minerals and Trace Elements,Himalayan Secrets,Pet Supplies,Pet Supplies,Horses,Treats,39.95,False,4.3,1435,1435,1,2.0,2.0,2,1.0,405.0,2018-09-07 19:27:55.791,2018-09-07 19:27:55.791,31.259352023315127,0.782461877930291
B00VLW5GNW,"Flexi Freedom Retractable Cord Dog Leash, Extra Small, 10-Feet Long, Supports up to 18-Pound, Blue",FLEXI,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,3.4,38,38,4,4.5,0.25,1,1.0,451.5,2013-01-02 00:25:45.000,2015-08-16 00:03:12.000,12.456109596840797,
B07VLXPBL3,"SlowTon Calming Dog Bed, Donut Dog Cuddler Bed Ultra Soft Fluffy Faux Fur Plush Round Anti-Anxiety Dog Cat Cushion Bed with Non-Slip Bottom for Large Medium Small Dogs Machine Washable (28"", Beige)",SlowTon,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,31.99,False,4.4,3695,3695,2,2.5,0.5,1,0.5,545.0,2020-12-24 03:06:57.048,2022-01-18 22:41:05.505,36.14602830415093,1.1299164834057809
B06XK4XLFJ,SPOT Cat or Kitten Colorful Fun Tubes Size:Pack of 3 (9 Tubes),SPOT,Pet Supplies,Pet Supplies,Cats,Toys,13.2,False,4.4,1631,1631,1,3.0,15.0,15,1.0,619.0,2016-12-05 09:10:17.000,2016-12-05 09:10:17.000,32.54927075630583,2.465853845174684
