brand,animal_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Hurtta,Dogs,2,,4.5,1296,2,1296
Huxley & Kent,Dogs,1,11.99,4.6,66,1,66
Hydor,Fish & Aquatic Pets,1,13.99,4.0,1676,1,1676
Hydrapeak,Dogs,1,27.95,4.7,2434,2,2434
Hygena Scoop,Dogs,1,,3.8,544,1,544
Hyhug,Dogs,1,12.99,4.6,1588,1,1588
Hypeety,Birds,1,23.9,4.1,86,1,86
Hyper Pet,Dogs,4,5.86,4.175,19517,9,19517
Hyper Pet,Cats,1,14.95,4.4,12361,5,12361
Hypool,Reptiles & Amphibians,1,69.99,3.9,32,1,32
Hywean,Dogs,1,13.99,4.1,202,1,202
I AND LOVE AND YOU,Dogs,3,13.839999999999998,4.433333333333334,5765,13,5765
I AND LOVE AND YOU,Cats,2,17.634999999999998,4.1,5122,14,5122
IB SOUND,Dogs,1,,3.5,45,1,45
ICARE-PET,Dogs,1,29.6,4.2,551,2,551
ICEFANG,Dogs,2,33.49,4.7,24443,2,24443
ICHOUE,Dogs,2,18.985,4.5,3073,3,3073
ICROKUS,Dogs,1,14.99,4.1,503,1,503
IDEAL PET PRODUCTS SINCE 1979,Dogs,3,80.17999999999999,4.566666666666666,12205,8,12205
IDEAL PET PRODUCTS SINCE 1979,Cats,2,26.97,4.4,5603,4,5603
IDOLPET,Dogs,1,16.99,4.3,668,1,668
IDOMIK,Dogs,2,23.95,4.1,10470,4,10470
IFELISS,Dogs,1,15.99,4.0,897,1,897
IMMCUTE,Dogs,1,17.99,4.5,7928,2,7928
IN HAND,Cats,1,14.99,4.0,4261,1,4261
IN HAND,Dogs,1,13.99,3.7,6879,1,6879
INABA,Cats,6,18.651999999999997,4.5,6425,7,6425
INABA,Dogs,1,17.52,3.8,73,5,73
IOKHEIRA,Dogs,1,17.99,4.6,3778,2,3778
IPETS,Dogs,1,,4.0,2361,2,2361
IREENUO,Dogs,2,14.489999999999998,4.1,11380,3,11380
"IRIS USA, Inc.",Cats,5,79.985,4.42,31357,12,31357
"IRIS USA, Inc.",Dogs,5,53.77666666666667,4.6,49626,42,49626
"IRIS USA, Inc.",Reptiles & Amphibians,1,,4.1,65,1,65
ITERY,Dogs,1,,4.5,81,1,81
IYYI,Cats,1,9.99,4.6,255,1,255
Iams,Dogs,10,47.129999999999995,4.33,22970,22,22970
Iams,Cats,6,25.98,4.1499999999999995,32582,15,32582
Iceland Pure,Dogs,1,,4.0,27,1,27
Icelandic+,Dogs,1,10.99,4.4,757,2,757
Iconic Pet,Cats,1,8.45,3.9,47,2,47
Idepet,Dogs,3,11.089999999999998,4.1000000000000005,18292,14,18292
Ihoming,Dogs,1,13.97,4.6,4687,4,4687
Ilio Dentals TeethTreat,Dogs,1,,4.7,163,1,163
Illumifun,Dogs,1,11.92,4.5,7960,2,7960
Illumiseen,Dogs,3,18.99,4.333333333333333,29333,10,29333
Imperial Cat,Cats,1,2.13,3.4,30,1,30
In Clover,Dogs,1,55.99,4.7,362,1,362
Inception,Dogs,3,26.235,4.233333333333333,1217,26,1217
Incredible Solutions,Cats,1,,4.6,967,2,967
Industrial Puppy,Dogs,3,19.466666666666665,4.633333333333333,20476,6,20476
InfinCreats,Dogs,1,46.99,4.7,95,1,95
Instant Trainer,Dogs,1,21.98,3.2,290,1,290
Instinct,Cats,6,37.712,4.466666666666667,16082,13,16082
Instinct,Dogs,3,21.99,4.566666666666666,12956,12,12956
IntelliLeash,Dogs,1,24.74,4.5,4812,1,4812
Iseebiz,Cats,1,,4.0,31,1,31
Islandoffer,Fish & Aquatic Pets,1,,3.6,39,1,39
Isle of Dogs,Dogs,2,15.99,4.6,4003,2,4003
Isyunen,Dogs,1,15.99,4.4,232,1,232
J&J Dog Supplies,Dogs,1,17.04,4.5,390,1,390
JASGOOD,Dogs,2,11.49,4.65,12970,5,12970
JBonest,Dogs,1,,4.1,221,1,221
JC HOUSE,Dogs,1,,3.6,10,1,10
JECIKELON,Dogs,3,11.656666666666666,4.366666666666666,49565,19,49565
JESPET,Dogs,1,69.99,4.5,4108,1,4108
JMMPOO,Dogs,1,79.99,4.1,301,1,301
JOEJOY,Dogs,1,25.99,4.3,2448,1,2448
JONNY CAT,Cats,1,9.84,4.7,24531,7,24531
JUDYBRIDAL,Dogs,1,14.49,4.5,52,1,52
JUILE YUAN,Dogs,1,,4.5,755,1,755
JUISEE,Dogs,1,9.99,3.8,301,1,301
JVSURF,Fish & Aquatic Pets,1,,4.3,51,1,51
JW,Birds,5,7.708,4.4,6377,6,6377
JW,Dogs,5,11.365,4.279999999999999,15632,28,15632
JW,Cats,1,7.69,4.4,1751,3,1751
JYHY,Dogs,1,15.99,3.9,4793,1,4793
Jack & Pup,Dogs,5,24.157999999999998,4.38,17370,31,17370
JackSuper,Fish & Aquatic Pets,1,15.98,3.8,1095,1,1095
Jalousie,Dogs,7,21.417142857142856,4.314285714285714,19378,9,19378
Jamktepat,Dogs,1,9.99,4.4,639,1,639
JanYoo,Small Animals,4,20.49,4.45,8487,9,8487
Jasonwell,Dogs,1,26.99,4.5,35450,10,35450
JdPet,Dogs,1,34.95,4.6,3053,2,3053
Jedi.Shop,Dogs,1,,1.0,1,1,1
Jekeno,Dogs,1,17.99,4.2,7156,3,7156
Jemirry,Dogs,2,,3.65,314,4,314
Jemirry,Cats,1,15.99,4.6,423,5,423
Jerk-Ease,Dogs,1,15.99,4.3,3671,1,3671
JimHodgesDogTraining - Grade A Antler Dog Chews,Dogs,1,28.94,4.6,2428,3,2428
Joansan,Dogs,1,11.99,4.4,4473,1,4473
Jocestyle,Cats,1,9.99,4.2,33,1,33
Jolly Barks,Dogs,2,19.95,4.05,3172,4,3172
Jolly Pets,Dogs,6,13.401666666666666,4.2,38745,20,38745
JorVet,Dogs,1,139.99,4.1,31,1,31
Josh's Frogs,Reptiles & Amphibians,1,,4.2,1805,1,1805
JoyDaog,Dogs,7,23.99,4.442857142857143,35061,17,35061
JoyToy,Dogs,1,11.99,4.4,1203,1,1203
Joytale,Dogs,5,10.190000000000001,4.5600000000000005,80214,9,80214
Joytale,Cats,1,6.99,4.7,15646,3,15646
Juicy Couture,Dogs,1,12.99,4.8,15,1,15
Jumbl Pet,Dogs,1,44.99,4.2,1627,1,1627
Jungle Calling,Dogs,1,14.99,4.5,3141,3,3141
Juqiboom,Dogs,1,9.97,4.6,5103,1,5103
Jusney,Birds,1,11.99,4.6,2908,1,2908
K KNODEL,Dogs,1,,4.2,98,1,98
K&H PET PRODUCTS,Cats,13,47.43,4.415384615384616,19262,17,19262
K&H PET PRODUCTS,Dogs,10,37.61125,4.51,39076,18,39076
K&H PET PRODUCTS,Birds,1,37.0,4.3,2073,3,2073
K-10+,Dogs,1,,3.6,81,1,81
K2xLabs,Dogs,1,18.98,4.4,1343,2,1343
K9 Ballistics,Dogs,1,59.0,4.1,3573,1,3573
K9 Care Labs,Dogs,1,,4.3,1092,1,1092
K9 Connoisseur,Dogs,1,22.99,4.4,1477,1,1477
K9 Natural,Dogs,1,44.49,4.6,1140,1,1140
K9 Power,Dogs,1,20.99,4.5,30,1,30
K9 Pro,Dogs,1,19.95,4.5,2627,1,2627
K9 advantix,Dogs,2,53.980000000000004,4.5,78925,28,78925
K9King,Dogs,1,10.25,4.7,8639,6,8639
K9warehouse,Dogs,3,27.89,4.233333333333333,1044,3,1044
KATUMO,Birds,1,19.98,4.4,847,1,847
KINTOR,Birds,1,12.99,4.6,1278,1,1278
KIVENJAJA,Dogs,1,159.98,2.0,1,1,1
KOESON,Dogs,2,21.384999999999998,3.8000000000000003,489,2,489
KOL,Dogs,1,8.99,4.4,223,3,223
KONBACK,Reptiles & Amphibians,1,39.99,4.4,32,1,32
KONG,Dogs,28,18.004545454545454,4.303571428571429,235608,143,235608
KONG,Cats,2,,4.4,6187,11,6187
KOOKAMUNGA,Cats,1,,3.9,89,1,89
KOOLTAIL,Dogs,4,12.24,4.375,17117,8,17117
KQRNS,Dogs,1,,4.4,750,1,750
KROSER,Dogs,2,34.49,4.4,3359,4,3359
KRUZ PET,Dogs,9,18.73888888888889,4.277777777777778,11802,29,11802
KSIIA,Dogs,3,34.656666666666666,4.466666666666667,11388,5,11388
KTWEGOFU,Dogs,1,,2.9,61,1,61
KUDES,Cats,1,9.99,4.7,3895,2,3895
KYEESE,Dogs,16,15.516666666666667,4.45625,28224,20,28224
KZHAREEN,Dogs,1,9.99,4.6,939,1,939
Kajiewo,Dogs,1,15.99,3.8,190,1,190
Kakadu Pet,Dogs,1,,4.5,673,1,673
Karma,Dogs,1,58.99,4.4,1440,2,1440
Katoggy,Dogs,2,11.99,4.35,12676,14,12676
Katzco,Dogs,1,8.99,4.5,5281,2,5281
Kawuneeche,Dogs,1,42.99,4.6,128,1,128
Kaytee,Small Animals,10,19.34714285714286,4.46,59753,49,59753
Kaytee,Birds,2,5.29,3.95,5638,3,5638
Kaytee,Cats,1,,4.5,267,1,267
Kaytee,Dogs,1,9.99,4.7,2275,1,2275
Kaytee,Fish & Aquatic Pets,1,11.99,4.7,2581,1,2581
Keersi,Birds,1,8.99,4.0,295,1,295
Kessie,Dogs,1,,4.3,225,1,225
Kibble Bubble,Dogs,1,,4.5,6782,1,6782
Kibble Pet,Dogs,1,29.99,4.5,817,2,817
Kibbles 'n Bits,Dogs,2,,4.6,7678,6,7678
Kidken,Dogs,1,251.99,4.4,255,1,255
KindPooch,Dogs,1,21.99,3.6,33,2,33
Kingstar,Dogs,1,39.99,4.6,3948,1,3948
KitNipBox,Cats,1,,4.1,63,2,63
Kitty City,Cats,3,30.0,4.3999999999999995,8936,6,8936
Kitty Holster,Cats,1,26.95,4.4,3161,3,3161
Kitty Kick Stix,Cats,1,22.95,4.3,4006,3,4006
Kitty Sift,Cats,1,,3.9,63,1,63
KittyStar,Dogs,1,25.99,3.9,2360,1,2360
Kittyteeth,Dogs,1,6.5,4.5,254,1,254
Kitzy,Cats,2,30.32,4.0,5719,5,5719
Kohree,Fish & Aquatic Pets,1,,3.7,226,1,226
Kole,Cats,1,11.49,4.5,765,1,765
Koneseve,Dogs,1,17.99,4.6,22,3,22
Koomduk,Reptiles & Amphibians,1,7.68,3.9,146,1,146
Kritter Planet,Dogs,2,21.99,4.65,7618,3,7618
Kruuse,Dogs,2,32.41,3.65,1893,3,1893
Kukaster Pet,Dogs,1,20.99,4.4,2169,1,2169
Kuoser,Dogs,11,25.171818181818182,4.5,73396,33,73396
Kurgo,Dogs,4,33.63,4.4,15589,10,15589
Kurgo,Cats,1,20.59,4.4,2200,2,2200
Kyjen,Dogs,1,,4.1,608,2,608
LA LA CAT,Cats,1,81.99,3.8,21,1,21
LAFEBER'S,Birds,5,58.99,4.66,6423,12,6423
LANDEN,Fish & Aquatic Pets,2,156.49,4.05,242,2,242
LANGXUN,Dogs,1,42.99,4.3,5579,1,5579
LASTMINVIN,Dogs,1,19.99,4.3,124,1,124
LCRUNONE,Cats,1,16.99,4.3,723,1,723
LE SURE,Dogs,2,49.0,4.45,932,3,932
LE SURE,Cats,1,46.99,4.4,845,1,845
LEGEND SANDY,Dogs,1,20.98,4.3,10930,4,10930
LEGITPET,Dogs,1,12.99,3.9,664,1,664
LEJGEQR,Dogs,1,9.99,4.4,3464,1,3464
LEONEBEBE,Dogs,1,15.99,4.4,63,1,63
LETSQK,Dogs,1,21.99,4.5,204,1,204
LIANZIMAU,Cats,2,12.940000000000001,4.0,4332,2,4332
LIANZIMAU,Dogs,1,19.96,3.9,1991,1,1991
LIFIS,Cats,1,32.99,4.2,1156,1,1156
LIONWEI LIONWELI,Dogs,1,29.99,4.2,479,1,479
LIVINGO,Dogs,1,11.99,4.2,1166,1,1166
LIYU,Dogs,1,8.99,3.7,528,1,528
LKEX,Dogs,1,10.99,4.3,52,1,52
LMOBXEVL,Dogs,1,16.98,4.3,3317,1,3317
LOCHAS,Dogs,1,20.99,4.5,1486,1,1486
LOLLIMEOW,Dogs,2,29.990000000000002,4.65,14492,2,14492
LONSUNEER,Dogs,1,9.99,3.5,1792,1,1792
LOOBANI,Dogs,2,34.49,4.2,15813,6,15813
LOONEY TUNES,Dogs,1,11.99,4.5,2888,1,2888
LOPEDOCAS,Dogs,1,37.99,4.6,28,1,28
LOPHIPETS,Dogs,2,16.49,4.35,3063,2,3063
LORJE,Dogs,1,13.99,4.1,383,1,383
LOVINPUP,Cats,1,7.99,4.2,447,1,447
LPHSNR,Dogs,1,11.97,4.4,3816,2,3816
LSAIFATER,Cats,2,26.990000000000002,4.199999999999999,1016,3,1016
LUCKITTY,Cats,1,28.99,4.2,1559,1,1559
LUCKITTY,Dogs,1,17.99,4.0,72,1,72
LUCKYPAW,Dogs,2,10.49,4.1,749,2,749
LUCOLOVE,Dogs,1,36.95,4.4,387,1,387
LUKACY,Cats,1,,5.0,5,1,5
LUKITO,Cats,1,13.99,4.5,4979,1,4979
LUOAIYI,Dogs,1,,4.4,312,1,312
LUXACO,Dogs,1,,4.4,244,3,244
LUXJA,Dogs,1,16.99,4.5,3086,1,3086
LWINGFLYER,Birds,1,11.99,4.1,66,1,66
LYCC,Cats,1,14.89,4.4,443,2,443
LaRoo,Dogs,2,8.99,4.15,1246,3,1246
Labpepet,Dogs,1,23.99,4.5,193,1,193
Ladadee,Dogs,1,37.99,4.2,141,1,141
Lahas,Cats,1,15.59,4.1,1054,2,1054
Laifug,Dogs,2,69.99,4.65,8224,6,8224
Laifug,Cats,1,15.99,4.4,2549,1,2549
Lanco,Dogs,1,17.99,4.3,689,1,689
Langsprit,Dogs,2,19.48,4.5,6242,2,6242
Lantoo,Dogs,1,,4.2,1951,1,1951
Lassie,Dogs,1,39.96,4.6,5229,1,5229
Lautus Pets,Dogs,1,21.99,4.1,238,1,238
LazrArt,Cats,1,,3.8,104,1,104
Leash Boss,Dogs,3,24.626666666666665,4.6000000000000005,10604,6,10604
LeePan,Cats,1,,3.6,247,1,247
Leekalos,Dogs,2,20.99,4.5,10187,5,10187
LeerKing,Dogs,1,21.99,4.7,2078,1,2078
Legendog,Dogs,2,18.795,4.4,4379,4,4379
Leopinky,Dogs,1,27.99,4.2,298,1,298
Lepark,Dogs,1,13.99,3.4,7265,4,7265
Lewondr,Dogs,1,16.99,4.5,1808,1,1808
Lick You Silly,Dogs,1,18.98,3.8,24,1,24
Lickimat,Dogs,3,16.97,4.3999999999999995,26588,4,26588
Lickimat,Cats,1,9.99,4.2,1428,1,1428
Licks Pill Free,Cats,1,12.99,3.6,321,1,321
Lifepul,Dogs,1,,4.3,4019,2,4019
Lillian Ruff,Dogs,1,52.95,4.6,3927,1,3927
Lintbells,Dogs,1,59.9,4.4,47825,2,47825
Litter Care,Cats,1,18.5,3.7,641,1,641
Litter Pearls,Cats,1,24.99,4.1,4443,4,4443
LitterMaid,Cats,1,,3.7,472,3,472
Little Giant,Horses,1,10.42,4.9,9,3,9
Living Express,Dogs,1,,4.2,209,1,209
Living World,Small Animals,1,8.98,4.0,152,1,152
Lixit,Small Animals,3,30.39,4.133333333333334,6504,7,6504
Lixit,Dogs,2,10.48,4.1,4670,3,4670
Lixit,Birds,1,13.99,4.6,2922,2,2922
Lobeve,Dogs,1,,4.6,1679,1,1679
Logical Leather,Dogs,2,17.74,4.300000000000001,9695,7,9695
Love Dream,Cats,1,9.69,4.2,590,1,590
Love Your Pets,Dogs,1,19.95,4.7,154,1,154
Love's cabin,Cats,2,25.49,4.55,17862,2,17862
Love's cabin,Dogs,1,38.99,4.5,140,1,140
Lovelonglong,Dogs,2,20.99,4.2,457,2,457
LovinPet,Dogs,1,29.9,4.3,194,2,194
Loving Pets,Dogs,10,10.4425,4.38,22147,32,22147
Loving Pets,Fish & Aquatic Pets,1,9.69,4.3,127,1,127
Lu&Ba,Dogs,1,48.99,4.3,2561,1,2561
Lucas b Natural Dog Toys,Dogs,1,14.99,4.6,475,1,475
Luciphia,Dogs,2,23.99,4.45,16508,8,16508
Luciphia,Cats,1,8.99,4.5,1410,1,1410
Lucky Dog,Dogs,1,259.87,4.5,1543,1,1543
Lucky Farm,Dogs,1,39.99,4.3,1113,1,1113
Lucky Monet,Cats,1,79.99,4.1,125,1,125
Lucky Premium Treats,Dogs,2,43.315,4.35,1128,6,1128
LuckyPet,Dogs,3,10.283333333333333,4.7,6763,8,6763
Lucy Pet Products,Dogs,1,23.75,4.5,797,2,797
Luffy,Fish & Aquatic Pets,1,,3.8,30,1,30
Lukovee,Dogs,2,18.49,4.45,6740,3,6740
LumoLeaf,Dogs,1,17.22,4.4,7801,3,7801
LupinePet,Dogs,6,13.49,4.683333333333334,879,7,879
Lynxking,Dogs,1,11.99,4.6,9418,2,9418
M JJYPET,Cats,1,12.99,4.6,4676,2,4676
M&M Cage Company,Birds,1,64.95,4.6,236,1,236
M&MKPET,Dogs,1,13.99,4.7,8833,2,8833
M-YOUNG,Cats,1,8.99,4.7,592,1,592
M.BARC,Dogs,1,19.99,4.5,35,1,35
M2Pets,Dogs,1,,2.9,2,1,2
MADE 4 PETS,Cats,1,35.99,4.4,2759,1,2759
MADE TO ROAM,Dogs,1,24.99,4.7,1045,1,1045
MAIBAOTA,Fish & Aquatic Pets,1,7.99,4.0,143,1,143
MAICHENG,Dogs,1,,3.5,105,1,105
MAISOIE,Dogs,1,29.99,4.3,3964,1,3964
MANDAO,Dogs,1,7.47,4.5,7280,2,7280
MARSLABO,Dogs,1,34.96,4.6,5815,2,5815
MATCHY2U,Dogs,1,18.59,3.5,1199,1,1199
MAXLAPTER,Cats,1,13.99,4.2,688,1,688
MBVBN,Dogs,1,7.99,4.3,5733,1,5733
MELARQT,Dogs,1,14.98,4.6,144,1,144
MEOWFIA,Cats,1,49.99,4.6,5859,4,5859
MEREN,Cats,1,11.99,4.5,90,1,90
MEWOOFUN,Small Animals,1,29.99,4.3,52,2,52
MEWTOGO,Birds,1,,3.8,46,1,46
MEWTOGO,Cats,1,17.99,4.1,71,1,71
MFOX,Dogs,1,45.99,4.2,15077,4,15077
MFVYRMCKJ,Dogs,1,,3.4,20,1,20
MICROBE-LIFT,Fish & Aquatic Pets,1,17.26,4.3,92,1,92
MIDOG,Dogs,1,15.99,4.1,11361,1,11361
MIEMIE,Dogs,1,,4.4,394,1,394
MIGHTY MONKEY,Cats,2,15.49,4.6,9011,4,9011
MIGOHI,Dogs,2,30.99,4.35,10615,5,10615
MIHIKK,Dogs,2,30.99,4.4,7846,3,7846
MIU PET,Cats,1,59.99,3.8,77,1,77
MIXJOY,Dogs,2,18.14,4.5,18214,5,18214
MJIYA,Dogs,1,,4.5,309,3,309
MOACC,Birds,1,10.99,4.3,2836,1,2836
MODUS,Dogs,1,24.99,3.7,30727,12,30727
MOIRIG,Dogs,1,14.99,4.1,4443,2,4443
MOKCCI,Dogs,1,26.99,4.0,1431,1,1431
MON2SUN,Dogs,1,25.99,4.4,1480,1,1480
MOTZABO,Dogs,1,10.99,4.5,146,1,146
MR. DOGGO'S,Dogs,1,,4.4,28,1,28
MSBC,Cats,2,32.99,4.65,283,2,283
MUAHLIUB,Cats,1,,3.8,121,1,121
MUMUPET,Dogs,2,17.99,4.300000000000001,8589,3,8589
MUROM,Dogs,1,11.99,3.9,246,1,246
MXYOO,Dogs,1,,3.1,370,1,370
MYLUCKYTAG,Dogs,2,11.95,4.5,1377,2,1377
Made by Nacho,Cats,2,50.16,4.05,108,4,108
Magic Dog,Dogs,1,26.99,4.5,1169,1,1169
Majestic Pet,Dogs,4,52.68333333333334,4.1,15184,16,15184
Majestic Pet,Cats,3,71.25666666666666,4.3,6515,12,6515
Majesty's,Dogs,1,26.99,4.4,30,1,30
Majesty's,Horses,1,,4.8,203,1,203
Malier,Dogs,3,31.490000000000002,4.333333333333333,1248,3,1248
Malier,Cats,1,,3.9,1036,2,1036
MalsiPree,Cats,1,,4.0,314,4,314
MalsiPree,Dogs,1,24.99,4.2,450,1,450
Mammoth Pet Products,Dogs,3,18.38,4.433333333333334,18575,19,18575
Manificent,Dogs,1,35.99,4.5,657,1,657
Manna Pro,Birds,2,14.49,4.6,1483,3,1483
Manna Pro,Horses,1,13.49,4.8,5607,2,5607
Marina,Fish & Aquatic Pets,3,20.975,4.333333333333333,1610,6,1610
Marine Color,Fish & Aquatic Pets,1,,3.9,857,1,857
MarineLand,Fish & Aquatic Pets,3,76.44333333333334,4.533333333333334,32193,11,32193
Mars Coat King,Dogs,2,29.490000000000002,4.550000000000001,3331,5,3331
Master Equipment,Cats,1,79.69,4.5,1870,1,1870
Master Grooming Tools,Cats,1,,4.3,279,1,279
Masue Pets,Dogs,1,7.99,4.5,234,1,234
Mavel,Dogs,1,,4.0,336,2,336
Max & Marlow,Cats,1,32.38,4.5,1480,2,1480
Max and Neo,Dogs,8,14.365,4.6,39762,11,39762
Maxpower Planet,Dogs,1,15.47,4.6,50192,8,50192
MayPaw,Dogs,2,11.99,4.6,2930,3,2930
Mayerzon,Dogs,5,13.63,3.7600000000000002,21311,9,21311
Mcage,Birds,1,129.68,4.3,330,1,330
Meat Mates,Dogs,1,93.99,4.4,82,3,82
Medario,Cats,1,52.99,4.2,597,1,597
Mednet Direct,Dogs,1,,3.8,148,2,148
MelkTemn,Cats,1,39.99,3.9,542,1,542
Member's Mark,Dogs,1,,4.6,807,2,807
Mendota Pet,Dogs,3,17.823333333333334,4.5,7014,5,7014
Mengelina,Dogs,1,21.99,4.5,449,1,449
Menkar,Dogs,1,,4.4,280,5,280
Meow Mix,Cats,8,14.485,4.45,52208,48,52208
MeowWow,Dogs,2,16.99,4.35,2590,2,2590
Meowijuana,Cats,1,9.99,4.6,695,1,695
Merrick,Dogs,7,24.776666666666667,4.214285714285714,8966,15,8966
Merrick,Cats,2,19.98,4.6,2990,5,2990
Merry Pet,Cats,1,,4.2,3549,4,3549
Messy Mutts,Dogs,1,16.99,4.5,245,1,245
Metric USA,Dogs,1,18.99,4.4,6514,4,6514
Mewoo,Cats,1,23.99,4.4,130,1,130
MidWest Homes for Pets,Dogs,17,44.571176470588235,4.482352941176471,307090,198,307090
MidWest Homes for Pets,Cats,5,75.24600000000001,4.38,10598,15,10598
MidWest Homes for Pets,Small Animals,3,94.99000000000001,4.5,42485,12,42485
Midlee,Dogs,4,16.326666666666664,4.199999999999999,2349,4,2349
Mighty Paw,Dogs,3,15.99,4.3999999999999995,2450,3,2450
Mighty Pets,Dogs,1,,4.2,24,1,24
Mighty Petz,Dogs,2,24.95,4.25,2972,2,2972
Miguel,Dogs,2,20.99,4.25,362,3,362
Mihachi,Dogs,1,,4.4,6392,1,6392
Mile High Life,Dogs,5,10.534,4.48,17737,9,17737
Milk-Bone,Dogs,12,18.825,4.575,85022,133,85022
Miller,Horses,1,23.74,4.6,353,2,353
Milliard,Dogs,1,36.99,4.7,6189,3,6189
Milo's Kitchen,Dogs,2,12.98,4.65,15534,26,15534
MingDak,Fish & Aquatic Pets,1,,4.5,5238,3,5238
Mini ThunderCover,Dogs,1,,4.4,751,3,751
Minties,Dogs,1,9.94,4.6,22211,14,22211
Miracle Care,Dogs,2,13.95,4.449999999999999,4502,12,4502
Miracle Care,Cats,1,10.99,4.2,3449,1,3449
Mirage Pet Products,Dogs,1,15.07,5.0,5,1,5
Miss Meow,Cats,2,32.49,4.35,5943,2,5943
Misthis,Dogs,1,22.99,4.3,461,3,461
Mkono,Small Animals,1,12.99,4.4,1376,1,1376
MoMoPal,Cats,1,,4.3,123,1,123
Mobile Dog Gear,Dogs,1,49.99,4.8,786,1,786
Mofason,Dogs,1,16.99,4.5,2134,1,2134
Moforoco,Dogs,1,,2.3,62,1,62
Mogoko,Dogs,1,15.99,4.2,3004,1,3004
Molly Mutt,Dogs,1,15.12,4.4,1685,1,1685
Molypet,Cats,1,79.99,4.9,30,2,30
Monsin,Cats,1,9.99,4.7,1390,1,1390
Moontay,Dogs,1,38.99,4.5,2722,1,2722
Moose Pet Wear,Dogs,1,,4.5,207,1,207
Mora Pets,Dogs,1,23.99,4.6,7353,4,7353
Morezi,Dogs,3,25.656666666666666,4.3999999999999995,1937,3,1937
Mozy,Dogs,1,14.77,4.1,1669,1,1669
Mr&Mrs PET,Cats,1,,4.3,26,1,26
Mr. Peanut's,Dogs,2,8.99,4.5,1787,3,1787
Mroobest,Cats,1,6.21,4.7,2142,1,2142
Msicyness,Cats,1,16.95,4.3,3049,2,3049
MuchL,Cats,1,15.89,4.5,5243,2,5243
Multipet,Dogs,9,11.362222222222222,4.444444444444445,95021,98,95021
Mummumi,Dogs,1,,3.3,77,1,77
Muse by Purina,Cats,1,,4.3,215,1,215
Mutsutaz,Dogs,1,9.99,4.3,437,1,437
Muttitude,Dogs,1,19.99,4.2,638,2,638
Muttluks,Dogs,1,69.99,4.1,776,1,776
My Pet Peed,Dogs,1,79.95,4.5,5604,3,5604
Mycicy,Dogs,2,17.99,4.550000000000001,7896,3,7896
MyfatBOSS,Dogs,1,,3.5,10,1,10
Myguru,Cats,1,,4.3,363,1,363
Mythrojan,Dogs,1,14.95,4.4,548,1,548
N-Bone,Dogs,5,7.3625,4.38,57958,51,57958
NAC&ZAC,Dogs,1,24.99,3.5,1341,2,1341
NACOCO,Dogs,10,12.59,4.3,13523,11,13523
NAMSAN,Dogs,2,29.490000000000002,4.5,5308,3,5308
NAMSAN,Cats,1,8.99,4.3,1869,3,1869
NATURE'S LOGIC,Dogs,1,,4.5,758,1,758
NBTiger,Dogs,1,,4.6,31,1,31
NE14pets,Cats,1,,4.7,4691,1,4691
NECOICHI,Cats,3,17.23,4.566666666666666,10082,5,10082
NESTROAD,Dogs,1,28.99,4.4,2901,1,2901
NEWSOFLY,Cats,1,7.99,4.1,35,1,35
NICREW,Fish & Aquatic Pets,1,9.99,4.4,1517,1,1517
NIUBEE,Dogs,1,32.99,4.7,484,1,484
NOBER,Dogs,1,8.99,4.6,946,3,946
NOYAL,Dogs,2,19.49,4.300000000000001,4558,4,4558
NOYAL,Cats,1,15.89,3.9,10560,2,10560
NPET,Cats,1,15.99,4.3,1847,1,1847
NTR,Dogs,1,32.99,4.5,4069,1,4069
NWFHTD,Cats,1,12.99,4.6,1114,1,1114
NWK,Dogs,1,9.99,4.1,3582,1,3582
Nado care,Cats,1,27.95,4.5,2789,1,2789
Nanaki,Dogs,1,16.99,4.3,296,1,296
Native Pet,Dogs,1,11.99,4.4,5818,4,5818
Native Pup,Dogs,3,11.99,4.7,2285,3,2285
NaturVet,Dogs,9,24.085,4.411111111111111,54127,19,54127
NaturVet,Cats,1,12.99,3.8,1177,2,1177
Natural Balance,Dogs,16,28.112000000000002,4.49375,33192,40,33192
Natural Balance,Cats,6,35.52,4.466666666666667,8782,13,8782
Natural Dog Company,Dogs,1,5.95,4.5,19703,7,19703
Natural Farm,Dogs,4,24.490000000000002,4.425000000000001,19806,9,19806
Naturally Fresh,Cats,1,,4.4,11083,9,11083
Nature Gnaws,Dogs,8,30.445714285714285,4.3125,4640,20,4640
Nature's Advantage,Dogs,1,,4.7,656,2,656
Nature's Animals,Dogs,1,34.21,4.5,31,1,31
Nature's Diet,Dogs,1,21.99,4.6,485,2,485
Nature's Miracle,Cats,8,28.832500000000003,4.5375,38669,22,38669
Nature's Miracle,Dogs,5,16.62333333333333,4.220000000000001,9198,10,9198
Nature's Pure Edge,Horses,1,31.59,4.8,30,1,30
Nature's Recipe,Dogs,6,,4.133333333333333,20574,27,20574
Nature's Variety,Dogs,1,,3.5,43,1,43
Neater Feeder,Cats,1,55.99,4.6,22450,6,22450
Neater Pet Brands,Dogs,6,33.656666666666666,4.583333333333333,48170,17,48170
Neater Pet Brands,Cats,1,25.99,4.0,8620,4,8620
Neekor,Dogs,1,17.99,4.5,3495,2,3495
Nemeth Farms,Birds,1,62.99,4.5,2326,2,2326
