parent_asin,product_title,brand,category_l2,category_l3,price,average_rating,rating_number,review_count,reviews_per_month,rating_number_per_month,value_score,success_probability,success_score,success_tier,success_rank
B08LHDLS2S,"Leconpet Baseball Caps Hats with Neck Strap Adjustable Comfortable Ear Holes for Small Medium and Large Dogs in Outdoor Sun Protection (S, Blue)",leconpet,Dogs,Apparel & Accessories,7.99,3.6,2561,1,1.0,2561.0,3.536264898228291,0.43080947329771474,43.080947329771476,High,2367.0
B075ZZPJPP,"Service Dog Vest with Hook and Loop Straps and Handle - Harness is Available in 8 Sizes from XXXS to XXL - Service Dog Harness Features Reflective Patch and Comfortable Mesh Design (Blue, Medium)",Industrial Puppy,Dogs,"Collars, Harnesses & Leashes",24.95,4.6,10615,1,1.0,10615.0,1.7091198737336832,0.43074058448190633,43.074058448190634,High,2368.0
B07ZGJ8HMD,"Love's cabin 24in Cat Beds for Indoor Cats - Cat Bed with Machine Washable, Waterproof Bottom - Taupe Fluffy Dog and Cat Calming Cushion Bed for Joint-Relief and Sleep Improvement",Love's cabin,Cats,Beds & Furniture,29.99,4.6,6603,1,1.0,6603.0,1.3490824175786622,0.43073566720966633,43.07356672096663,High,2369.0
B09FQ5794N,Fluker's Red Heat Bulbs for Reptiles 1 Count (Pack of 1) Black,Fluker's,Reptiles & Amphibians,Habitat Lighting,5.99,4.4,3236,1,1.0,3236.0,5.9369899694950705,0.43070670763278723,43.07067076327872,High,2370.0
B083LJ3XCX,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs | Black and Blue Beetle",Barkbox,Dogs,Toys,11.99,4.4,2224,1,1.0,2224.0,2.828444842055171,0.43067226246694207,43.067226246694204,High,2371.0
B08YR7V5ND,"Cat Toys Flopping Fish with SilverVine and Catnip, 2 Pack Interactive Cat Toy for Indoor Cats, 11"" Electric Moving Cat Kicker Exercise Toy, Wiggle Floppy Fish Toys for Small Dogs, Kitten, Small Pets",Tocirelo,Cats,Toys,15.99,4.0,5226,1,1.0,5226.0,2.1417367801658345,0.43061903841990007,43.06190384199001,High,2372.0
B092SLGN6B,"Grecle Washable Female Dog Diapers - Premium Reusable Diapers for Doggie in Heat - Highly Absorbent Dog Diapers Female for Pet Incontinence with Adjustable Snaps (Leaves, XL)",Grecle,Dogs,Litter & Housebreaking,26.99,4.5,2387,1,1.0,2387.0,1.296848893490412,0.4306143558005062,43.06143558005062,High,2373.0
B082PT71JC,"Tempcore Cat Bed for Indoor Cats, Machine Washable Cat Beds, Cat Beds for Indoor Cats or Small Dogs, Puppy, Kitty, Kitten, Rabbit, Anti-Slip & Water-Resistant Bottom",Tempcore,Cats,Beds & Furniture,24.99,4.3,3275,1,1.0,3275.0,1.3927902086187969,0.4306127021664821,43.06127021664821,High,2374.0
B07J6TFWBH,"J&J Dog Supplies Obedience Retrieving Dumbbell with 3"" Ends, 3 1/2"" Wide Bit and 15/16"" Diameter Bit, Blue, Large",J&J Dog Supplies,Dogs,Toys,17.04,4.5,390,1,1.0,390.0,1.5762431936581074,0.43060006009815327,43.060006009815325,High,2375.0
B09NXGW2QW,"Langsprit Washable Female Dog Diapers (3 Pack) - Reusable Dog Diapers for Female Dogs - Highly Absorbent Dog Dresses for Dogs in Period,Heat or Excitable Urination(Large)",Langsprit,Dogs,Litter & Housebreaking,23.98,4.5,836,1,1.0,836.0,1.2628944252378083,0.4305137794233222,43.051377942332216,High,2376.0
B082TQDLWF,"Yaheetech 52-inch Rat Cage Multi Level Rolling Chinchilla Cage Pet Cage for Ferret/Chinchilla/Squirrels/Bunny with Water Bottle, White",Yaheetech,Small Animals,Houses & Habitats,107.99,4.4,4587,1,1.0,4587.0,0.3435251199582995,0.4304312851972524,43.04312851972524,High,2377.0
B09YLZYBR5,"LED AirTag Dog Collar, FEEYAR Air Tag Dog Collar [IPX7 Waterproof], Light Up Dog Collars with Apple AirTag Holder Case, Rechargeable Lighted Dog Collar for Small Medium Large Dogs [Blue][Size M]",FEEYAR,Dogs,"Collars, Harnesses & Leashes",17.99,4.0,339,1,1.0,339.0,1.2960412712863163,0.4304193523304833,43.04193523304833,High,2378.0
B098FQ4KL8,"Rachael Ray Nutrish PEAK Natural Dry Dog Food with Freeze Dried Raw Bites, Wetlands Recipe with Chicken & Duck, 4 Pounds, Grain Free",Rachael Ray Nutrish,Dogs,Food,,4.6,125,3,0.8615094339622642,35.89622641509434,,0.4303790675516232,43.03790675516232,High,2379.0
B07JN732D2,"Pet Craft Supply Co. Premium Orthopedic Mat Pet Bed Crate Kennel Mat, Removable Washable Cover, Small, Royal Blue",Pet Craft Supply,Cats,Beds & Furniture,,4.4,233,4,0.7424390243902439,43.24707317073171,,0.43030694911535394,43.03069491153539,High,2380.0
B0889FZY4R,"Pokeboo - As Seen on TV - 4 in 1 Interactive Cat Toy, Feather Spring, Circle Ball Track, Mouse Holes, Scratch Pad - Replaceable, for Cats Exercise and Stimulation of All Ages",Pokeboo,Cats,Toys,7.0,3.3,138,1,1.0,138.0,2.3262519970473257,0.4303025846946081,43.03025846946081,High,2381.0
B08TSTZG78,"RUFFWEAR, Flat Out Dog Leash, Adjustable Lead with Padded Handle, Autumn Horizon",RUFFWEAR,Dogs,"Collars, Harnesses & Leashes",34.95,4.6,312,1,1.0,312.0,0.7562956988979885,0.4303010921950256,43.03010921950256,High,2382.0
B0C49H4MN4,KYEESE Dog Sweaters Turtleneck Dog Pullover Sweater Small Knitwear Gold Yarn Warm Pet Sweater for Fall Winter,KYEESE,Dogs,Apparel & Accessories,14.99,4.4,3088,2,1.0146666666666668,1566.6453333333334,2.358682578308323,0.43003860671182764,43.003860671182764,Medium,2383.0
B09B9HDYFV,"Manificent Tactical Dog Harness Full Body for Extra Large Dogs, Reflective No Pull Service Dog Vest with Handle American Flag Patch, Military Dog Vest - for Training Hiking Hunting Working Harness",Manificent,Dogs,"Collars, Harnesses & Leashes",35.99,4.5,657,1,1.0,657.0,0.8113759986375084,0.43002079351635636,43.002079351635636,Medium,2384.0
B09JNLT47T,2 Pack Christmas Dog Bandana Reversible Triangle Bibs Scarf Accessories for Dogs Cats Pets Animals,KZHAREEN,Dogs,Apparel & Accessories,9.99,4.6,939,1,1.0,939.0,3.1522569996210836,0.42999213781454915,42.99921378145491,Medium,2385.0
B01J72DX2S,"2 Inch Martingale Dog Collars - Heavy Duty Nylon (2"" Width Dog Collars (Hot Pink, XX-Large)",Caninus Collars,Dogs,"Collars, Harnesses & Leashes",19.99,4.7,255,1,1.0,255.0,1.3037685837445696,0.4298803006086546,42.98803006086546,Medium,2386.0
B07Q9ZW2BH,"Zoo Med Labs Digital Thermometer Humidity Gauge, Single (TH-31)",Zoo Med,Fish & Aquatic Pets,Aquarium Thermometers,11.95,4.5,3200,1,1.0,3200.0,3.039370998315011,0.42985973224643204,42.9859732246432,Medium,2387.0
B07WPWMF77,"Natural Balance L.I.D. Limited Ingredient Diets High Protein Dry Dog Food, Pollock Formula, 4 Pounds, Grain Free",Natural Balance,Dogs,Food,,4.4,362,3,0.21846889952153112,26.361913875598088,,0.4297890773462678,42.97890773462678,Medium,2388.0
B00Y1JMNGA,Furniture Defender Cat Scratch Deterrent - 2 no-Adhesive Guards per Package - How to Love Your cat by Protecting Your upholstered Furniture - Cat Scratch Furniture Protector - Made in The USA,Furniture Defender,Cats,Beds & Furniture,9.9,4.3,2582,1,1.0,2582.0,3.412509011142637,0.42978299351896176,42.978299351896176,Medium,2389.0
B075PQC67L,INABA Churu Chicken Recipe Lickable Purée Natural Cat Treats 12 Tubes,INABA,Cats,Treats,11.89,4.8,881,1,1.0,881.0,2.7379749258900414,0.42958107083319563,42.95810708331956,Medium,2390.0
B0C16V43QZ,"5 Pieces of Guinea Pigs Soft Blankets, Hamster Cotton Cage Liners, Small Animals Bedding Mats Bathe Towels (S)",PODOO,Small Animals,Houses & Habitats,9.99,4.2,595,1,1.0,595.0,2.6865876678352825,0.42956854585107335,42.95685458510734,Medium,2391.0
B099W9JHP6,"ARING PET Bowtie Dog Collar-Velvet Dog Collars with Removable Bowtie, Cute &Comfortable Purple Dog Collar,Small.",Aring pet,Dogs,"Collars, Harnesses & Leashes",16.99,4.6,1046,1,1.0,1046.0,1.8826926056506457,0.42944588511930853,42.94458851193085,Medium,2392.0
B00MN30YQM,"Reflective Nylon Choke Collar; Slip Show Obedience Training Gentle Choker for Large Dogs, Black",Rogz,Dogs,"Collars, Harnesses & Leashes",13.69,4.6,1341,1,1.0,1341.0,2.4199280541012045,0.4292856367324106,42.92856367324106,Medium,2393.0
B0BFNCBMTL,"Joansan Dog Puzzle Toys, Interactive Dog Game, Dog Enrichment Toys for Puppy Mentally Stimulating Treat Dispenser Dog Treat Puzzle Feeder for Small,Medium and & Large Dogs Treat Training",Joansan,Dogs,Toys,11.99,4.4,4473,1,1.0,4473.0,3.0847846392844316,0.42920659056714566,42.92065905671457,Medium,2394.0
B09PTJDWGT,"Petsfit Expandable Cat Carriers Small Dog Carrier, Airline Approved Soft-Sided Portable Washable Pet Travel Carrier with Two Extension for Kittens,Puppies,Rabbits",Petsfit,Cats,Carriers & Strollers,49.99,4.6,1235,1,1.0,1235.0,0.6551375061988622,0.4292029436928314,42.92029436928314,Medium,2395.0
B09NRL838S,ARCA PET Cotton Swabs for Dogs Cats and Small Pets - Ear Cleaner Swabs with Long Plastic Handle - Ear Cleaning Supply for Puppies and Pets - Multipurpose Cotton Sticks for Pets (100 Buds),ARCA PET,Dogs,Health Supplies,12.99,4.6,186,1,1.0,186.0,1.8524326125889992,0.42903552521373095,42.90355252137309,Medium,2396.0
B07RQJZKP1,"Vivaglory Metal Cat Litter Scoop, Sifter with Deep Shovel and Ergonomic Durable Wooden Handle, Large Size",Vivaglory,Cats,Litter & Housebreaking,,4.7,123,1,1.0,123.0,,0.4290348850483801,42.90348850483801,Medium,2397.0
B08LGYGLWC,"PET ARTIST Collapsible Dog Toy Storage Basket Bin with Personalized Pet's Name - Rectangular Storage Box Chest Organizer for Dog Toys,Dog Clothing,Dog Apparel & Accessories",PET ARTIST,Dogs,Feeding & Watering Supplies,24.99,4.7,3425,1,1.0,3425.0,1.5307722605344183,0.4290057996742051,42.90057996742051,Medium,2398.0
B07Z6X2XZ9,"RC Pets 1-1/2 Inch Wide Adjustable Dog Clip Collar, Medium, Red Tartan",RC Pet Products,Dogs,"Collars, Harnesses & Leashes",,4.7,1255,1,1.0,1255.0,,0.42900575948808617,42.900575948808616,Medium,2399.0
B09WKZ16Y9,"Wellness CORE Grain Free Puppy Bites, Beef & Turkey Recipe, 3 oz Bag",Wellness,Dogs,Treats,,4.6,1252,2,0.058594802694898945,36.680346487006744,,0.42896256292585916,42.89625629258592,Medium,2400.0
B07DS3H9FN,Jackson Galaxy Crinkle Flies-Butterfly for Cats (2 Pack),Petmate,Cats,Toys,8.23,4.3,2212,1,1.0,2212.0,4.024185742675518,0.42893992364224914,42.893992364224914,Medium,2401.0
B072C5LTY5,Mkono Hay Feeder Less Wasted Hay Rack Manger for Rabbit Guinea Pig Chinchilla,Mkono,Small Animals,Feeding & Watering Supplies,12.99,4.4,1376,1,1.0,1376.0,2.4481689757048564,0.4289142194384827,42.891421943848265,Medium,2402.0
B01HQRI6NC,"Country Brook Petz - Urban Camo Martingale Dog Collar - Military and Camo Collection with 16 Rugged Designs (1 Inch, Large)",Country Brook Design,Dogs,"Collars, Harnesses & Leashes",12.97,4.6,788,1,1.0,788.0,2.3658847398528153,0.4288519474049001,42.885194740490014,Medium,2403.0
B09ZT5V1VM,LYP - Our Original Soundless Pet ID Tag - Largest Line of Silicone Dog Tags - No More Jingling Dog Tags -Durable - Never Fades - Customized Deep Engraved Silicone (Princess),Love Your Pets,Dogs,"Collars, Harnesses & Leashes",19.95,4.7,154,1,1.0,154.0,1.1881753408280933,0.42881653851989426,42.88165385198943,Medium,2404.0
B0C5S2YRJ1,"PetSafe EasySport Dog Harness, Adjustable Padded Dog Harness with Control Handle and Reflective Piping, From the Makers of the Easy Walk Harness",PetSafe,Dogs,"Collars, Harnesses & Leashes",17.95,4.4,3033,1,1.0,3033.0,1.9653261004789586,0.4287823236759568,42.87823236759568,Medium,2405.0
B09JWVVNHS,"ICEFANG Tactical Dog Harness, Small Size,2X Metal Buckle,Working Dog MOLLE Vest with Handle,No Pulling Front Leash Clip,Hook and Loop Panel",ICEFANG,Dogs,"Collars, Harnesses & Leashes",32.99,4.7,24276,1,1.0,24276.0,1.4385340403625038,0.4287508262885966,42.87508262885966,Medium,2406.0
B09JZVNS1W,"360 Pet Nutrition Freeze Dried Bison Liver Raw Single Ingredient Treats, Made in The USA, 4 Ounce (Bison Liver)",360 Pet Nutrition,Dogs,Treats,16.95,4.5,871,1,1.0,871.0,1.7975547143121187,0.428709425933689,42.8709425933689,Medium,2407.0
B09J26VLQ2,"Fuz Bigaza Washable Dog Diapers (3 Pack), Reusable Dog Diapers for Doggie Heat Period, Reusable Doggie Diaper for Female Dogs (Cat, Owl, Small)",Fuz Bigaza,Dogs,Litter & Housebreaking,12.99,4.4,1485,1,1.0,1485.0,2.473973070917775,0.4287081080399467,42.87081080399467,Medium,2408.0
B0959NTQVX,"Penn-Plax Aquarium Decoration with Moving Treasure Chest, Floating Diver, and Bubble Action 4 Inches High",Penn-Plax,Fish & Aquatic Pets,Aquarium Décor,12.32,4.0,3074,1,1.0,3074.0,2.6074870715066942,0.42868303827352555,42.868303827352555,Medium,2409.0
B00TWNJU7K,"KONG Stuff'N Ziggies Large Dog Treat, 8-Ounce (Pack of 3)",KONG,Dogs,Treats,34.31,4.6,223,1,1.0,223.0,0.7255485817118384,0.4285996421196593,42.85996421196593,Medium,2410.0
B0B4KPHFFK,"Health Extension Dry Dog Food, Natural Food with Added Vitamins & Minerals, Suitable for All Puppies, Grain Free, Salmon Recipe with Whole Vegetable & Berries (23.5 Pound)",Health Extension,Dogs,Food,78.98,4.6,1716,1,1.0,1716.0,0.43381027804670025,0.42857730549272427,42.857730549272425,Medium,2411.0
B01CYW885K,"Liquid Glucosamine for All Dogs by Eniva | Hip, Joint, Bones & Teeth, Professional Extra Strength Liquid, Glucosamine, Chondroitin, MSM, Collagen, VIT C, Calcium, Antioxidants | USA Made– 32oz",Eniva Health,Cats,Health Supplies,29.95,4.4,126,1,1.0,126.0,0.7116668841541837,0.4285634126435733,42.856341264357326,Medium,2412.0
B0BD91VNBN,CCAATVG Dog Pooper Scooper for Large Medium Small Dogs Poop Scooper for Dogs with Lightweight Long Handle Rake and Tray,CCAATVG,Dogs,Litter & Housebreaking,16.99,4.5,292,1,1.0,292.0,1.5044600789038733,0.4285518958989548,42.85518958989548,Medium,2413.0
B0B9GSFX15,"MXYOO Dog Stay Away Spray, Training Your Dog Where Not to Urinate, Training Corrector Pets Deterrent, Indoor & Outdoor Use, No More Marking",MXYOO,Dogs,Training & Behavior Aids,,3.1,370,1,1.0,370.0,,0.4285374039576519,42.853740395765186,Medium,2414.0
B08PCK3C3L,"Donut Dog Bed , Cozy Calming Cat Bed, Dog Bed for Large Dogs and Cats, Anti Anxiety, Comfy, Fluffy, Ultra Soft, Round Pillow (23-inch, Beige)",DNC,Dogs,Beds & Furniture,,4.4,160,1,1.0,160.0,,0.428528200571301,42.852820057130096,Medium,2415.0
B0971GHVHM,"Dog Nail Grinder with LED Light, Rechargeable Dog Nail Grinder for Large Dogs, Medium & Small Dogs, Professional Pet Nail Grinder for Dogs Quiet Soft Puppy Grooming, Cat Nail Grinder, Dog Nail Trimmer",Primens,Dogs,Grooming,33.99,4.3,8605,1,1.0,8605.0,1.1461878237014929,0.428380994632298,42.8380994632298,Medium,2416.0
B0B7ZN6T49,Essential 6 spot-on - Dog Skin Care for Dandruff & Allergy Relief with Vitamin E Oil - Anti Itch For Dogs - Natural Ingredients for Sensitive Skin - Dog & Small Mammals 0-10 kg - 4 Pipettes Of 0.6 ml,Dermoscent,Dogs,Health Supplies,24.95,4.5,1284,1,1.0,1284.0,1.2911147490173125,0.4283129952866536,42.83129952866536,Medium,2417.0
B08BY16GX9,K&H Pet Products CleanFlow Filtered Pet Water Bowl Replacement Filter Black Medium 3 pack,K&H PET PRODUCTS,Cats,Feeding & Watering Supplies,8.75,4.7,747,1,1.0,747.0,3.5544907424548624,0.4282940376219426,42.82940376219426,Medium,2418.0
B0895VZRJL,"Dexas Popware for Pets Collapsible Travel Cup, Small, Gray/Blue",Dexas,Dogs,Feeding & Watering Supplies,8.99,4.7,560,1,1.0,560.0,3.3091978037771606,0.42827949741383664,42.82794974138366,Medium,2419.0
B0B7986NH1,"SmartyKat Scratch Ladder Angled Corrugated Cat Scratcher, Catnip Infusion Technology - Brown, One Size",SmartyKat,Cats,Beds & Furniture,14.99,4.8,1792,1,1.0,1792.0,2.3989258354439387,0.42822861562138853,42.822861562138854,Medium,2420.0
B01M8NDCGO,"DroolingDog Dog Christmas Tee Shirts Puppy Holiday T-Shirt Dog Xmas Clothes for Small Dogs Shirts for Dogs, Green",DroolingDog,Dogs,Apparel & Accessories,6.99,4.6,201,1,1.0,201.0,3.4932806020093765,0.42818822080574354,42.81882208057436,Medium,2421.0
B0BD4MD3T2,"STARROAD-TIM 23.7 x 19.7 inches Artificial Grass Turf for Dogs, Fake Grass Potty Training Mat for Dogs, Puppy Turf Pee Pad on Indoor and Outdoor",STARROAD-TIM,Dogs,Litter & Housebreaking,19.99,4.0,10089,1,1.0,10089.0,1.8447824138764695,0.4281447123857809,42.814471238578086,Medium,2422.0
B08Y5TJXMS,Tactical Dog Collar and Leash Set Tactical Dog Collar with Handle Bungee Leash Adjustable Military Training Nylon Collar Dog Training Collar Leash Set with Control Handleand Metal Buckle（Dark Blue S,Xqpetlihai,Dogs,"Collars, Harnesses & Leashes",23.99,4.4,9080,1,1.0,9080.0,1.6715854201682054,0.42813642227246673,42.813642227246675,Medium,2423.0
B0BFFPZ2N4,"Nootie Glucosamine Chondroitin Dog Treats, Hip & Joint Support Pain Relief, 120 Soft Chews, Best Joint Supplement for Dogs, Hip Dysplasia, Arthritis & More. Joint Care Works Fast",Nootie,Dogs,Health Supplies,,4.6,2053,1,1.0,2053.0,,0.4281266817822575,42.81266817822575,Medium,2424.0
B07VSF37GF,"One for Pets The Kurve Raised Pet Bowl, Large, Red (1203-Kurve Red-L)",One for Pets,Cats,Feeding & Watering Supplies,,4.4,265,1,1.0,265.0,,0.42806338958409923,42.806338958409924,Medium,2425.0
B07T398DZD,"ZEUS Nosh Strong Dog Chew Bones, Dog Chew Toys for Aggressive Chewers, Long Lasting Beef & Cheese Flavor, Large",ZEUS,Dogs,Treats,13.99,4.3,316,2,0.16063324538258578,25.38005277044855,1.770069880462638,0.4280470056781927,42.80470056781927,Medium,2426.0
B07QF2SW53,EARTH ANIMAL No Hide Medium Venison Flavored Natural Rawhide Free Dog Chews Long Lasting Dog Chew Sticks | Dog Treats for Large Dogs | Great Dog Chews for Aggressive Chewers,EARTH ANIMAL,Dogs,Treats,,4.6,5478,1,1.0,5478.0,,0.4280144397419421,42.80144397419421,Medium,2427.0
B074GLQ8XP,Oatmeal Dog Shampoo and Conditioner - for Dogs with Allergies and Dry Itchy Sensitive Skin. Best Hypoallergenic Medicated Tear Free Anti Itch for Puppy - with Aloe Cucumber Essence and Melon Extract,K9 Pro,Dogs,Grooming,19.95,4.5,2627,1,1.0,2627.0,1.7760853487829702,0.4280106537405,42.801065374050005,Medium,2428.0
B07WS37VXB,"Meat Mates Grain-Free Freeze-Dried Dog Food, Beef Dinner 3.3lb",Meat Mates,Dogs,Food,93.99,4.4,82,3,3.0,82.0,0.2068613541260244,0.42794001675230126,42.79400167523013,Medium,2429.0
B08VNRJCD1,"Idepet Pet Dog Hoodies Dog Clothes for Small Dogs Vest Chihuahua Clothes Warm Coat Jacket Autumn Puppy Outfits Cats Dogs Clothing(XL, WineRed)",Idepet,Dogs,Apparel & Accessories,9.99,4.0,1437,1,1.0,1437.0,2.9113147300424393,0.4279255403481568,42.79255403481568,Medium,2430.0
B07ZCZR178,"GoodBoy Dog Head Halter with Safety Strap - Stops Heavy Pulling On The Leash - Padded Headcollar for Small Medium and Large Dog Sizes - Head Collar Training Guide Included (Size 2, Blue Nylon)",GoodBoy,Dogs,"Collars, Harnesses & Leashes",18.99,3.9,9983,1,1.0,9983.0,1.8912102397775625,0.4279025480246473,42.79025480246473,Medium,2431.0
B07TMNQPH3,"Accesyes Japanese Chirimen Kimono Print Cat Collar with Bell Tie for Kitten Puppy Pet Supply Adjustable, 1 Size Fits All (Dark Blue)",Accesyes,Cats,"Collars, Harnesses & Leashes",8.99,4.0,217,1,1.0,217.0,2.3957708844445333,0.4278914732483715,42.78914732483715,Medium,2432.0
B00VFWJYTA,"Flexi Durabelt Retractable Belt Dog Leash, Large, 16-Feet Long, Supports up to 150-Pound, Pink",FLEXI,Dogs,"Collars, Harnesses & Leashes",,3.9,31,2,0.05637037037037037,0.8737407407407407,,0.427848500641309,42.7848500641309,Medium,2433.0
B0BBZL6JS1,"Dog Harness and Leash Set, No-Pull Puppy Vest for Small Dogs and Cats, Easy Control Vest Harness with Adjustable Straps and Reflective Strip for Outdoor Walking Training",LUCKYPAW,Dogs,"Collars, Harnesses & Leashes",6.99,4.3,548,1,1.0,548.0,3.880518354576678,0.42780760874106166,42.780760874106164,Medium,2434.0
B0C3TN4N61,"Paw Inspired Disposable Dog Diapers | Female Dog Diapers Ultra Protection | Diapers for Dogs in Heat, Excitable Urination, or Incontinence (12 Count, Small)",Paw Inspired,Dogs,Litter & Housebreaking,11.99,4.2,1063,1,1.0,1063.0,2.441461285536837,0.42780021112421573,42.78002111242157,Medium,2435.0
B018XPMOYI,"Zanies Embroidered Berber Boy Dog Toys, Blue",Zanies,Dogs,Toys,9.91,4.5,71,1,1.0,71.0,1.9419775515209132,0.42769851478936544,42.769851478936545,Medium,2436.0
B0BTHL55RW,"Zeaxuie 9 Pack Luxury Puppy Toys for Teething Small Dogs, Puppy Chew Toys with Cute Squeaky Toys, Ball and More Rope Dog Chew Toys",Zeaxuie,Dogs,Toys,15.99,4.5,4299,1,1.0,4299.0,2.3545132181092834,0.42761024937834047,42.761024937834044,Medium,2437.0
B01N6H2U1F,DISCONTINUED BY MANUFACTURER: IAMS PROACTIVE HEALTH Adult Cat Oral Care Chicken Dry Cat Food 3.5 Pounds,Iams,Cats,Food,,4.1,142,2,0.08171812080536912,5.801986577181208,,0.4275779804268966,42.75779804268966,Medium,2438.0
B0BZT4Z46T,"Awesome Aquatic Betta/Shrimp Leaves 25 4""-6"" Premium Catappa Indian Almond Leaves Natural Habitat Tannin Producing Improves Immunity, Easy to USE",Awesome Aquatic,Fish & Aquatic Pets,Aquarium Water Treatments,14.99,4.5,1065,1,1.0,1065.0,2.0928958453146134,0.42750675372987756,42.75067537298776,Medium,2439.0
B08XQ6JWD2,"LUCOLOVE Dog Cooling Vest, Lightweight 2-Layer Camo Army Print Pet Cooler Jacket for All Small to Very Large Dogs. UV Protection Cooling Shirt for Beach, Hiking, Walking",LUCOLOVE,Dogs,"Collars, Harnesses & Leashes",36.95,4.4,387,1,1.0,387.0,0.7098355478847741,0.42750519929650144,42.750519929650146,Medium,2440.0
B0002AQPM0,JW Pet Company GripSoft Dematting Rake Dog Brush,JW,Dogs,Grooming,8.99,4.2,221,1,1.0,221.0,2.5240539492617993,0.4274904689966405,42.74904689966405,Medium,2441.0
B0892MB3DL,"ICEFANG Tactical Dog Harness with 4X Metal Buckle,Dog MOLLE Vest with Handle,No Pulling Front Clip ,Hook and Loop Panel for Dog Custom Patch (M (Neck:16""-22"" ; Chest:25""-31"" ), Safety Orange)",ICEFANG,Dog Harnesses,Unknown,42.95,4.7,3698,1,1.0,3698.0,0.8990534021330042,0.4274727786078558,42.74727786078558,Medium,2442.0
B09KMPTRR5,"NTR Long Dog Leash 50 FT,Rope Leash with Swivel Lockable Hook, Reflective Threads and Comfortable Handle,Dog Training Leash Lead for Walking,Hunting,Camping,for Medium and Large Dogs",NTR,Dogs,"Collars, Harnesses & Leashes",32.99,4.5,4069,1,1.0,4069.0,1.1337160428300965,0.4274466124632919,42.744661246329194,Medium,2443.0
B0BML3DZ16,Rypet Guinea Pig Tunnels & Tubes Collapsible 3 Way Small Animals Hideaway Activity Tunnel Toys for Guinea Pig Chinchilla Ferret Hamster,Rypet,Small Animals,Houses & Habitats,13.99,4.3,1133,1,1.0,1133.0,2.161835445492287,0.4273425634335566,42.73425634335566,Medium,2444.0
B07JG8Q8WH,Leashboss Extra Long Dog Leash - Long Lead Leash for Dog Training - Recall Leash for Dogs Outside,Leash Boss,Dogs,Training & Behavior Aids,29.95,4.6,4123,1,1.0,4123.0,1.2785663668657599,0.42729091509702966,42.72909150970297,Medium,2445.0
B000ICKBCW,K&H Pet Products Outdoor Heated Dog Pad Tan Medium 19 X 24 Inches,K&H PET PRODUCTS,Dogs,Beds & Furniture,83.54,4.6,1180,1,1.0,1180.0,0.38952522569437226,0.42727604045793904,42.7276040457939,Medium,2446.0
B08LM9BNJ7,"ZENAPOKI Dog Toys for Aggressive Chewers (3in1) - Squeaky Dog Toys Interactive - Dog Toys for Medium Dogs, Large & Small Breeds - Puppy Teething Chew Dog Toy - Juguetes Perros - Duck",ZENAPOKI,Dog Stocking Stuffers: Toys & Treats,Unknown,11.99,4.2,1881,1,1.0,1881.0,2.641232639250239,0.4271637096839189,42.71637096839189,Medium,2447.0
B01BM4USEA,"OmniPet Kool Kat Elastic Cat Safety Collar with Bell, Black, 8""",OmniPet,Cats,"Collars, Harnesses & Leashes",8.09,4.3,296,1,1.0,296.0,3.0263347585725104,0.4271601451367344,42.71601451367344,Medium,2448.0
B091JYDNVX,"Platinum Pets Triple Diner Feeder with Stainless Steel Cat/Puppy Bowls, .75 cup/6 oz, Sky Blue",Platinum Pets,Dogs,Feeding & Watering Supplies,24.11,4.4,539,1,1.0,539.0,1.1481917965183166,0.427155536587091,42.7155536587091,Medium,2449.0
B075VCQKL8,"FDC® Dog Tactical Collars with Handle Heavy Duty Training Military Army Width 1.5in Plastic Buckle TAG Hole Medium Large M, L, XL, XXL (XXL: Neck 20"" - 24"", Kryptek Typhon)",FDC,Dogs,"Collars, Harnesses & Leashes",18.95,4.5,445,1,1.0,445.0,1.4486245532501472,0.4271034974659428,42.710349746594275,Medium,2450.0
B0784YB7ZM,"Pet Dwelling Premium QR Code Pet ID Tags - Dog Tags and Cat Tags, Connect to Online Pet Profile, Receive Instant Scanned Tag Location Email Alert(Orange Paw)",Pet Dwelling,Dogs,"Collars, Harnesses & Leashes",10.98,4.4,1639,1,1.0,1639.0,2.9663740156284404,0.4270230900153527,42.70230900153527,Medium,2451.0
B089CXTT91,"AdventureMore No Pull Dog Harness Breathable Harness with Handle - Reflective Padded Dog Safety Vest Adjustable Harness for Large Dogs No Pull, Back/Front Clip for Control, New Version Harness Blue XL",ADVENTUREMORE,Dogs,"Collars, Harnesses & Leashes",19.99,4.2,1160,2,1.4495238095238097,840.7238095238096,1.482719125719417,0.4268295918065362,42.68295918065362,Medium,2452.0
B09JPD433D,"Lahas Cat Scratching Mat,Scratching Pad,Scratch Pad /Rug,Natural Sisal Mat,Sisal Rope for Cat Scratcher,Protect Carpets and Sofas",Lahas,Cats,Beds & Furniture,15.59,4.1,1054,2,0.9366153846153846,493.5963076923077,1.8307449511373755,0.4267179231890492,42.67179231890492,Medium,2453.0
B016NDO206,"Kole Christmas Cat Stocking, 6 Assorted Toys, Medium Breeds",Kole,Cats,Toys,11.49,4.5,765,1,1.0,765.0,2.6009851839715106,0.426706656422922,42.6706656422922,Medium,2454.0
