brand,product_count,avg_price,median_price,avg_rating,total_rating_number,total_review_count,avg_review_rating,avg_verified_purchase_ratio,animal_types_count,product_types_count,demand_proxy,brand_strength_score
CHBORCHICEN,2,10.49,10.49,4.4,7377,2,5.0,1.0,1,2,7377,39.18753466388914
azuza,4,12.215,11.940000000000001,4.675,7373,4,4.5,1.0,2,1,7373,41.63422033086237
Mora Pets,1,23.99,23.99,4.6,7353,4,5.0,1.0,1,1,7353,40.9537984445616
Nulo,8,51.65714285714286,44.28,4.3125,7347,26,4.127083333333333,0.2013888888888889,2,2,7347,38.39066611231976
Vonabem,1,21.99,21.99,4.3,7344,3,4.666666666666667,1.0,1,1,7344,38.277632881014306
Butler,1,65.89,65.89,4.7,7290,3,5.0,1.0,1,1,7290,41.80366115209022
MANDAO,1,7.47,7.47,4.5,7280,2,5.0,1.0,1,1,7280,40.0186057247762
FXW,1,89.99,89.99,4.7,7269,2,5.0,1.0,1,1,7269,41.79010438147955
PETFAVORITES,3,13.99,10.99,4.533333333333333,7265,7,3.6666666666666665,0.9166666666666666,2,2,7265,40.30569083127453
Lepark,1,13.99,13.99,3.4,7265,4,4.75,1.0,1,1,7265,30.229268123455896
Cat Dancer Products,1,12.99,12.99,4.6,7252,10,4.7,0.8,1,1,7252,40.890184094671696
Dogbed4less,5,55.266000000000005,59.99,4.42,7245,5,3.2,1.0,1,1,7245,39.2858655318312
CooZero,1,11.99,11.99,3.9,7244,1,5.0,1.0,1,1,7244,34.66346073354365
Hero Dog,2,20.49,20.49,4.5,7230,3,4.5,1.0,1,1,7230,39.98759678178728
NAMSAN,3,22.656666666666666,16.99,4.433333333333334,7177,6,3.277777777777778,0.8888888888888888,2,3,7177,39.36257391790348
Jekeno,1,17.99,17.99,4.2,7156,3,3.6666666666666665,1.0,1,1,7156,37.278553946502115
Ruri's,1,18.88,18.88,3.8,7152,5,4.2,1.0,1,1,7152,33.72609108681186
Purina Beyond,3,9.49,9.49,4.233333333333333,7149,16,4.611111111111112,0.48888888888888893,2,1,7149,37.57027299107943
On2 Pets,1,129.99,129.99,4.2,7127,2,3.0,1.0,1,1,7127,37.26150107043271
PetArmor,1,12.05,12.05,4.3,7118,3,4.666666666666667,1.0,1,1,7118,38.14324694394665
TINMARDA,1,19.89,19.89,4.6,7111,1,5.0,1.0,1,1,7111,40.799878375091204
Pet's Company,1,10.49,10.49,4.5,7091,1,5.0,1.0,1,1,7091,39.90025200237344
Manna Pro,3,13.99,13.99,4.666666666666667,7090,5,4.666666666666667,0.5,2,2,7090,41.377381048751985
Grubbly Farms,1,19.99,19.99,4.5,7051,4,3.75,0.75,1,1,7051,39.87479944582993
Mendota Pet,3,17.823333333333334,19.99,4.5,7014,5,4.888888888888889,1.0,1,1,7014,39.851126966414526
PetAg,5,62.18666666666667,29.02,4.4799999999999995,7009,5,5.0,0.8,1,2,7009,39.67081655052828
Pet 'n Shape,4,17.69,17.69,4.5,6996,17,4.340909090909091,0.75,1,1,6996,39.83956544135654
NonScents,1,12.97,12.97,4.3,6996,8,4.25,1.0,1,1,6996,38.06891808840736
Hamilton,5,19.82,19.82,4.38,6970,8,3.2,1.0,1,1,6970,38.76087116883043
The Missing Link,4,34.15,26.46,4.574999999999999,6938,6,2.6666666666666665,0.75,1,1,6938,40.465476750365426
Paws Aboard,1,39.99,39.99,4.5,6884,1,5.0,1.0,1,1,6884,39.766951850232395
Hear Doggy,1,15.66,15.66,4.1,6881,3,4.0,1.0,1,1,6881,36.23032480406544
DAGANXI,1,16.99,16.99,4.5,6868,2,5.0,1.0,1,1,6868,39.756482163962474
BEWISHOME,2,76.4,76.4,4.65,6820,2,3.5,1.0,1,1,6820,41.04909035959445
Apasiri,1,11.85,11.85,4.3,6817,3,4.333333333333333,0.6666666666666666,1,1,6817,37.95748224660075
Crumps' Naturals,1,11.35,11.35,4.5,6798,1,5.0,1.0,1,1,6798,39.710388696869074
Kibble Bubble,1,,,4.5,6782,1,5.0,1.0,1,1,6782,39.69978642425736
Wild Harvest,4,9.873333333333333,8.98,4.55,6776,5,4.5,0.75,2,3,6776,40.13686861336931
EXCELLENT ELITE SPANKER,3,32.79,28.54,4.466666666666666,6772,3,4.666666666666667,1.0,1,2,6772,39.399123983159896
LuckyPet,3,10.283333333333333,9.95,4.7,6763,8,4.888888888888889,1.0,1,1,6763,41.45103763708681
Lukovee,2,18.49,18.49,4.45,6740,3,3.25,0.5,1,2,6740,39.2310378457978
Whisker Lickin's,3,23.24,23.24,4.633333333333334,6730,5,4.833333333333333,1.0,1,1,6730,40.84041936671631
Canine Naturals,1,22.99,22.99,4.4,6726,15,4.533333333333333,0.6,1,1,6726,38.78109205531267
Choco Nose,1,11.99,11.99,4.4,6712,2,4.0,1.0,1,1,6712,38.771925385330505
Zoo Med,4,10.7275,11.969999999999999,4.45,6701,5,4.75,1.0,3,3,6701,39.205217643922786
Gnawsome,1,4.99,4.99,4.6,6636,3,3.6666666666666665,1.0,1,1,6636,40.48191053247125
Cat Amazing,1,15.94,15.94,4.0,6621,2,3.0,1.0,1,1,6621,35.192610872428766
BIXBI,6,38.552,17.8,4.483333333333333,6593,15,4.25,0.25,2,3,6593,39.42605414928201
QDAN,1,15.99,15.99,4.4,6586,1,5.0,0.0,1,1,6586,38.68855447001905
BTDCFY,2,12.940000000000001,12.940000000000001,4.4,6572,2,4.5,1.0,1,1,6572,38.67919276435974
Precision Pet Products,2,99.03,99.03,4.199999999999999,6567,3,4.0,1.0,1,2,6567,36.9178515347555
Prosper Pet,1,24.99,24.99,4.7,6561,4,4.75,0.75,1,1,6561,41.30853835354892
Feline Pine,2,,,4.4,6527,5,4.75,0.75,1,1,6527,38.64896594523335
Dimaka,1,21.99,21.99,4.4,6526,1,5.0,1.0,1,1,6526,38.64829187399496
Metric USA,1,18.99,18.99,4.4,6514,4,4.75,1.0,1,1,6514,38.64019495405936
YLONG,1,14.99,14.99,4.3,6511,2,4.0,0.5,1,1,6511,37.76002820303422
INABA,7,18.463333333333335,16.3,4.4,6498,12,4.414285714285714,0.7142857142857143,2,2,6498,38.62937583073514
Cat Mate,1,27.99,27.99,4.4,6464,7,4.142857142857143,1.0,1,1,6464,38.60629648130622
Vitscan,3,8.99,8.99,4.266666666666667,6439,6,3.8333333333333335,1.0,1,2,6439,37.419877628153166
LAFEBER'S,5,58.99,35.99,4.66,6423,12,4.633333333333333,1.0,1,1,6423,40.857930551219944
Grecle,2,19.49,19.49,4.55,6411,2,4.5,1.0,1,1,6411,39.884965637468966
DOTON,1,11.99,11.99,4.1,6408,4,4.25,0.75,1,1,6408,35.93837997916732
Mihachi,1,,,4.4,6392,1,4.0,1.0,1,1,6392,38.557019251373596
ThunderEase,2,52.92,52.92,3.75,6379,5,3.583333333333333,0.5,2,1,6379,32.85346266127063
LIANZIMAU,3,15.280000000000001,13.89,3.966666666666667,6323,3,4.0,1.0,2,1,6323,34.71669188670647
BARKLESS,1,17.99,17.99,3.7,6286,1,5.0,1.0,1,1,6286,32.361085367017324
HILL'S,1,8.99,8.99,4.5,6284,16,4.5625,0.8125,1,1,6284,39.356645044609564
Langsprit,2,19.48,19.48,4.5,6242,2,5.0,1.0,1,1,6242,39.326472517777844
ProDen PlaqueOff,1,41.99,41.99,4.4,6216,4,3.25,0.75,1,1,6216,38.43418811878509
FOLKSMATE,1,5.97,5.97,4.5,6212,1,5.0,1.0,1,1,6212,39.304796175286626
Petroom,2,9.99,9.99,4.4,6201,3,5.0,1.0,1,1,6201,38.42355923850574
Milliard,1,36.99,36.99,4.7,6189,3,5.0,1.0,1,1,6189,41.03424471868962
Casual Home,1,130.99,130.99,4.2,6121,2,5.0,1.0,1,1,6121,36.6225053019225
Veehoo,5,49.39,44.99,4.36,6052,10,4.666666666666666,0.26666666666666666,1,2,6052,37.968228530087764
Devil Dog Pet Co,1,19.97,19.97,4.3,6030,3,3.3333333333333335,1.0,1,1,6030,37.430072887839245
PetsHome,1,15.99,15.99,4.4,6029,2,4.5,0.0,1,1,6029,38.299810074773426
Hey-brother,2,101.99000000000001,101.99000000000001,4.6,6001,3,4.5,1.0,1,1,6001,40.019300919601434
PET&CUDDLE,1,17.99,17.99,4.3,5996,1,5.0,1.0,1,1,5996,37.4057628796246
ACANA,1,20.99,20.99,4.6,5988,1,4.0,0.0,1,1,5988,40.00932676841653
Zignature,1,36.99,36.99,4.6,5969,5,4.6,1.0,1,1,5969,39.99471014937858
BARK&SPARK,1,36.91,36.91,4.3,5964,2,4.5,0.5,1,1,5964,37.38275663848767
Eheim,1,25.51,25.51,4.5,5948,2,4.0,1.0,1,1,5948,39.10940287734557
Miss Meow,2,32.49,32.49,4.35,5943,2,5.0,1.0,1,1,5943,37.80209850082954
Synovi,1,79.98,79.98,4.6,5939,8,4.375,1.0,1,1,5939,39.971536296840775
iPower,1,11.96,11.96,4.5,5923,1,5.0,1.0,1,1,5923,39.0904522892446
BOOMIBOO,2,5.49,5.49,4.55,5916,5,4.875,1.0,1,1,5916,39.51941103417895
Yangbaga,1,8.99,8.99,4.5,5907,2,4.5,1.0,1,1,5907,39.07828189643072
OXS,1,29.59,29.59,4.1,5893,2,5.0,1.0,1,1,5893,35.59492966952032
Noz2Noz,1,,,4.3,5888,3,4.333333333333333,1.0,1,1,5888,37.327618376661654
GUCHO,1,11.99,11.99,4.1,5886,1,5.0,0.0,1,1,5886,35.59005741701586
EcoKind Pet Treats,4,73.7,32.95,4.1,5877,6,4.875,0.75,1,1,5877,35.58378457261333
Chol&Vivi,1,11.59,11.59,4.2,5868,1,1.0,1.0,1,1,5868,36.445246070345
BULLYMAKE,1,20.33,20.33,4.3,5859,1,5.0,0.0,1,1,5859,37.30639099505555
MEOWFIA,1,49.99,49.99,4.6,5859,4,4.25,1.0,1,1,5859,39.90916245982687
Rubie's,9,20.31,20.490000000000002,3.9777777777777774,5849,9,2.888888888888889,0.8888888888888888,1,1,5849,34.504027828898586
Native Pet,1,11.99,11.99,4.4,5818,4,3.5,0.5,1,1,5818,38.14308830048935
MARSLABO,1,34.96,34.96,4.6,5815,2,4.5,1.0,1,1,5815,39.87449288838143
sWheat Scoop,2,39.99,39.99,4.25,5813,5,3.25,0.75,1,1,5813,36.83910234475499
Elkhorn Premium Chews,1,13.99,13.99,4.6,5769,1,5.0,1.0,1,1,5769,39.83796585370987
YAKA,1,8.98,8.98,4.6,5752,2,5.0,1.0,1,1,5752,39.824392989571145
Weruva,3,19.62,19.49,4.2,5748,29,4.0353535353535355,0.39393939393939387,2,1,5748,36.35848106361782
MBVBN,1,7.99,7.99,4.3,5733,1,5.0,1.0,1,1,5733,37.212925179706254
Charming Pet,2,11.49,11.49,4.4,5729,6,5.0,0.5,1,1,5729,38.07527156271866
Kitzy,2,30.32,30.32,4.0,5719,5,5.0,0.8333333333333333,1,1,5719,34.60689633749537
E-KOMG,1,15.98,15.98,4.0,5715,3,4.333333333333333,1.0,1,1,5715,34.60409815619903
SuperBuddy,2,7.725,7.725,4.550000000000001,5698,4,4.833333333333334,1.0,2,1,5698,39.348609299249254
Faleela,2,10.49,10.49,4.65,5694,5,4.25,0.5,2,1,5694,40.21014902284797
CatGuru,2,35.49,35.49,4.65,5684,4,5.0,1.0,1,2,5684,40.20197678875856
TINWEI,1,29.99,29.99,4.3,5674,1,4.0,1.0,1,1,5674,37.16845112210329
Aivituvin,2,122.49000000000001,122.49000000000001,4.3,5662,2,4.0,1.0,2,2,5662,37.15934898428936
Wysong,2,6.21,6.21,4.449999999999999,5633,2,5.0,1.0,2,1,5633,38.432758520541604
Guardian Gear,3,11.716666666666669,12.05,4.1000000000000005,5619,7,4.666666666666667,1.0,2,2,5619,35.39975646583973
Sugelary,1,9.99,9.99,4.2,5614,2,4.0,0.5,1,1,5614,36.25942684212468
Bella,1,21.85,21.85,4.5,5610,13,3.769230769230769,0.7692307692307693,1,1,5610,38.84617906087938
My Pet Peed,1,79.95,79.95,4.5,5604,3,4.0,1.0,1,1,5604,38.841364509778174
Stinky G,3,15.323333333333332,14.99,4.6,5591,5,4.5,0.8333333333333334,1,1,5591,39.69382450600277
PetSpy,2,64.49,64.49,3.9000000000000004,5580,2,4.5,1.0,1,1,5580,33.64578067807489
LANGXUN,1,42.99,42.99,4.3,5579,1,2.0,0.0,1,1,5579,37.095859438114026
Wonder Snaxx,1,8.99,8.99,4.3,5544,14,4.142857142857143,0.9285714285714286,1,1,5544,37.06880316907321
Vetrinex Labs,1,44.99,44.99,3.7,5534,2,3.0,1.0,1,1,5534,31.889733327028132
FEANDREA,2,29.99,29.99,4.5,5519,2,5.0,1.0,1,1,5519,38.77259912672014
Angel's Eyes,1,23.99,23.99,4.1,5519,1,1.0,1.0,1,1,5519,35.326145871011676
CovertSafe&,1,23.99,23.99,4.3,5518,1,1.0,1.0,1,1,5518,37.04859344278985
Black Rhino,2,35.99,35.99,4.75,5489,2,4.5,0.5,1,2,5489,40.900746788891986
Timos,1,9.99,9.99,4.7,5489,2,3.0,1.0,1,1,5489,40.470212612166804
SHU UFANRO,2,35.99,35.99,4.35,5477,3,4.0,1.0,2,1,5477,37.44695477173015
Cozy Pet,1,,,4.5,5460,1,3.0,1.0,1,1,5460,38.72424240968469
nzonpet,1,24.99,24.99,4.0,5436,5,4.6,0.8,1,1,5436,34.403930868583686
Oster,6,84.80250000000001,35.86,4.333333333333333,5428,7,4.416666666666667,1.0,3,3,5428,37.26454434692362
Demigreat,2,15.989999999999998,15.989999999999998,4.1,5416,2,3.5,1.0,1,1,5416,35.24891948619738
CRAVE,2,63.485,63.485,4.6,5392,4,2.333333333333333,0.8333333333333333,1,1,5392,39.52714263855124
Pipidog,2,10.99,10.99,4.7,5388,3,4.75,1.0,2,1,5388,40.382941054287436
Aquatic Life,1,81.99,81.99,4.6,5365,1,5.0,1.0,1,1,5365,39.504054942533614
Aquapaw,1,,,4.4,5352,1,5.0,1.0,1,1,5352,37.77581469373088
BEAUMONT BASICS,1,,,4.1,5338,3,3.0,1.0,1,1,5338,35.189453958850756
Vetericyn,1,18.99,18.99,4.5,5333,1,5.0,0.0,1,1,5333,38.61835517133882
ALL FOR PAWS,2,20.49,20.49,4.1,5332,2,4.0,1.0,2,1,5332,35.18484376346246
Castor & Pollux,5,25.98,25.98,4.3,5318,7,3.5,1.0,2,1,5318,36.88987455739196
Katzco,1,8.99,8.99,4.5,5281,2,5.0,1.0,1,1,5281,38.574270417856845
WOPET,1,89.99,89.99,4.4,5269,2,3.0,1.0,1,1,5269,37.707056822755796
URBEST,1,8.99,8.99,3.4,5261,3,3.3333333333333335,1.0,1,1,5261,29.13210596944081
MuchL,1,15.89,15.89,4.5,5243,2,5.0,1.0,1,1,5243,38.541779301976156
MingDak,1,,,4.5,5238,3,3.6666666666666665,1.0,1,1,5238,38.53748663733699
Soft Touch Collars,1,23.95,23.95,4.6,5238,4,4.25,1.0,1,1,5238,39.39387522927781
Best Paw Nutrition,1,24.97,24.97,4.5,5233,5,4.0,0.8,1,1,5233,38.533189873905414
Lassie,1,39.96,39.96,4.6,5229,1,2.0,1.0,1,1,5229,39.385966162471256
Tocirelo,1,15.99,15.99,4.0,5226,1,4.0,1.0,1,1,5226,34.24637111485169
Three Dog Bakery,3,17.99,17.99,4.666666666666667,5170,4,4.666666666666667,0.5,1,1,5170,39.90383307118237
Hagen,4,,,4.275,5168,6,4.833333333333333,0.75,2,3,5168,36.55310759521307
Citrus Magic,1,13.15,13.15,4.1,5165,5,2.6,0.8,1,1,5165,35.05440129198872
ORSDA,1,29.99,29.99,4.3,5154,1,3.0,1.0,1,1,5154,36.75520630473956
BIGWING Style,1,,,4.3,5144,1,1.0,1.0,1,1,5144,36.74685678755304
Blue Dog Bakery,2,39.11,39.11,4.55,5111,9,4.0,0.9166666666666667,1,1,5111,38.85402428206103
SATINIOR,2,11.49,11.49,4.15,5110,2,5.0,1.0,1,1,5110,35.437473988888364
Juqiboom,1,9.97,9.97,4.6,5103,1,5.0,1.0,1,1,5103,39.27378719511327
The Pioneer Woman,2,30.8,30.8,4.6,5088,13,4.309523809523809,0.0,1,1,5088,39.260248482308626
Bwealthest,1,10.99,10.99,4.4,5079,3,5.0,1.0,1,1,5079,37.54549277851912
BioSilk,1,19.71,19.71,4.7,5072,1,5.0,1.0,1,1,5072,40.09893189656345
BONAWEN,3,13.823333333333332,14.59,4.3999999999999995,5044,4,2.3333333333333335,1.0,1,2,5044,37.51507290426592
Rogz,6,14.297999999999998,13.95,4.433333333333334,5042,9,3.9166666666666665,1.0,1,2,5042,37.797520137873484
Way Basics,1,88.99,88.99,3.7,5021,1,5.0,1.0,1,1,5021,31.529859096954866
Freefa,1,12.99,12.99,4.5,5000,2,3.5,1.0,1,1,5000,38.32826927138507
Aquatic Experts,1,19.99,19.99,4.7,4992,1,5.0,1.0,1,1,4992,40.02422338935287
LUKITO,1,13.99,13.99,4.5,4979,1,1.0,1.0,1,1,4979,38.30933326508414
Coodeo,1,32.98,32.98,4.0,4817,2,4.0,1.0,1,1,4817,33.920456732699265
WICKEDPUP,1,24.99,24.99,4.6,4817,1,5.0,1.0,1,1,4817,39.00852524260415
IntelliLeash,1,24.74,24.74,4.5,4812,1,2.0,1.0,1,1,4812,38.15584141186399
Presidio,1,11.96,11.96,4.1,4809,5,3.4,1.0,1,1,4809,34.76165468870921
JYHY,1,15.99,15.99,3.9,4793,1,5.0,1.0,1,1,4793,33.05296961847788
Baja Ponchos,1,16.99,16.99,4.6,4791,5,3.4,1.0,1,1,4791,38.98363444305831
Siumouhoi,1,7.69,7.69,4.5,4773,2,5.0,1.0,1,1,4773,38.119229131044484
Pet Naturals,5,8.205,8.205,4.2,4763,11,4.05,0.75,2,2,4763,35.5691403079958
Pogi's Pet Supplies,1,29.99,29.99,4.5,4762,2,5.0,1.0,1,1,4762,38.10884850360387
CHONGFA,1,39.99,39.99,4.2,4754,1,4.0,0.0,1,1,4754,35.561198294913865
HEYWEAN,1,11.99,11.99,4.1,4737,2,4.0,1.0,1,1,4737,34.6998185773468
Gimars,1,43.79,43.79,4.6,4694,1,5.0,1.0,1,1,4694,38.889565601554864
NE14pets,1,,,4.7,4691,1,1.0,1.0,1,1,4691,39.73198678593482
Ihoming,1,13.97,13.97,4.6,4687,4,4.5,1.0,1,1,4687,38.8827021237815
Darkyazi,1,10.99,10.99,4.4,4685,1,5.0,1.0,1,1,4685,37.190272323898064
M JJYPET,1,12.99,12.99,4.6,4676,2,4.5,1.0,1,1,4676,38.87189592553907
CNZ,2,13.485,13.485,4.45,4673,3,3.75,1.0,1,1,4673,37.601478792189674
Beirui,3,14.323333333333332,12.99,4.366666666666667,4669,4,3.6666666666666665,1.0,1,1,4669,36.89359266456152
Fuufome,1,10.79,10.79,4.0,4649,1,5.0,1.0,1,1,4649,33.77848999432561
Nature Gnaws,8,30.445714285714285,29.99,4.3125,4640,20,4.694444444444445,0.6666666666666666,1,1,4640,36.40907966297757
WINSOON,1,16.9,16.9,3.7,4639,1,5.0,1.0,1,1,4639,31.237137687315116
Coomazy,1,8.99,8.99,4.6,4630,1,5.0,0.0,1,1,4630,38.82642928981146
Exo Terra,4,13.485,10.48,4.425,4627,6,3.166666666666667,0.75,1,3,4627,37.34646939078753
SIWA MARY,1,24.99,24.99,4.3,4612,2,5.0,1.0,1,1,4612,36.27752483929863
SmartPetLove,3,24.97666666666667,29.95,4.366666666666666,4569,6,4.722222222222222,1.0,1,1,4569,36.79907237964535
Vetnique Labs,3,53.656666666666666,54.99,4.3999999999999995,4536,4,4.5,0.5,1,2,4536,37.048093630521436
Sinobear,1,10.99,10.99,4.4,4519,1,5.0,1.0,1,1,4519,37.03157600043562
Catit,2,17.465,17.465,4.15,4512,3,4.5,1.0,1,2,4512,34.92107720928206
HappyDogz,1,16.49,16.49,4.4,4504,3,4.666666666666667,1.0,1,1,4504,37.016949948186735
Parisian Pet,1,14.95,14.95,4.4,4502,10,4.0,1.0,1,1,4502,37.01499612932692
Petmegoo,1,9.99,9.99,4.7,4501,1,5.0,1.0,1,1,4501,39.53770200089338
Sequoialake,1,23.99,23.99,4.4,4482,2,3.0,1.0,1,1,4482,36.99541007428394
Joansan,1,11.99,11.99,4.4,4473,1,5.0,1.0,1,1,4473,36.98656782502034
Fashion&cool,1,11.99,11.99,4.2,4469,4,4.5,1.0,1,1,4469,35.30160348795198
TUG,3,19.656666666666666,18.99,4.5,4458,5,4.833333333333333,0.16666666666666666,2,2,4458,37.81205912082365
HAOCOO,1,22.99,22.99,4.5,4447,2,3.0,1.0,1,1,4447,37.80094426168688
Litter Pearls,1,24.99,24.99,4.1,4443,4,4.0,1.0,1,1,4443,34.43717161811403
MOIRIG,1,14.99,14.99,4.1,4443,2,3.0,1.0,1,1,4443,34.43717161811403
DEYACE,1,16.99,16.99,4.7,4422,3,3.3333333333333335,1.0,1,1,4422,39.454495345981144
pawshoppie,1,13.99,13.99,4.5,4400,1,5.0,1.0,1,1,4400,37.75314180064991
Legendog,2,18.795,18.795,4.4,4379,4,4.333333333333333,1.0,1,2,4379,36.89313761483017
S&T INC.,1,7.99,7.99,4.5,4377,3,4.333333333333333,1.0,1,1,4377,37.72956275137264
Bags on Board,1,16.41,16.41,4.8,4376,3,5.0,1.0,1,1,4376,40.2437704185163
Nootie,2,,,4.65,4341,2,3.0,1.0,1,2,4341,38.94882012953781
hygger,4,27.74,18.99,4.375,4336,5,4.125,0.875,1,2,4336,36.64035437927973
TUFFY,6,30.812,28.98,4.166666666666667,4314,6,4.5,1.0,2,1,4314,34.87438584798971
EzyDog,3,29.246666666666666,33.0,4.533333333333334,4308,3,5.0,1.0,1,1,4308,37.937023823858475
apollo walker,1,39.98,39.98,4.6,4301,1,5.0,1.0,1,1,4301,38.4874424252073
Zeaxuie,1,15.99,15.99,4.5,4299,1,5.0,1.0,1,1,4299,37.64866635756744
UNIWILAND,1,25.99,25.99,4.3,4274,2,5.0,1.0,1,1,4274,35.950319339894705
PuppyDoggy,4,8.115,7.74,4.625,4272,15,4.428571428571429,0.25,1,2,4272,38.665330389853615
PET JERKY FACTORY,1,10.73,10.73,4.6,4236,14,5.0,0.21428571428571427,1,1,4236,38.41740945288217
From The Field,1,8.78,8.78,4.4,4232,3,4.666666666666667,1.0,1,1,4232,36.74293145829207
AUPCON,1,10.99,10.99,4.6,4190,1,5.0,1.0,1,1,4190,38.36719538045532
Asvin,1,19.99,19.99,4.6,4190,1,5.0,1.0,1,1,4190,38.36719538045532
Slopper Stopper,1,55.0,55.0,4.4,4190,2,5.0,1.0,1,1,4190,36.699056450870316
PetLove,1,11.99,11.99,4.2,4179,2,5.0,1.0,1,1,4179,35.01987940717897
Beewarm,1,9.9,9.9,4.0,4166,3,2.6666666666666665,0.6666666666666666,1,1,4166,33.339806525689816
Hikari,4,26.575000000000003,21.26,4.65,4121,7,4.6875,1.0,1,1,4121,38.70703599074439
PURRFECT FELINE,1,19.99,19.99,4.3,4120,4,4.0,0.75,1,1,4120,35.79255986475691
VIZPET,3,14.323333333333332,10.99,4.433333333333334,4115,3,5.0,1.0,1,2,4115,36.897024463162474
JESPET,1,69.99,69.99,4.5,4108,1,5.0,1.0,1,1,4108,37.444207359975344
Enchanted Home Pet,1,202.98,202.98,4.7,4088,2,5.0,1.0,1,1,4088,39.085461885713826
NTR,1,32.99,32.99,4.5,4069,1,5.0,1.0,1,1,4069,37.401292252964886
CHEERHUNTING,1,30.89,30.89,4.3,4053,2,3.0,1.0,1,1,4053,35.722075106151365
Ultra Fresh,2,8.09,8.09,4.55,4026,3,4.5,0.25,1,1,4026,37.76853517187411
Tidy Cats,2,54.49,54.49,4.0,4022,3,4.5,0.5,1,1,4022,33.19913268779915
Lifepul,1,,,4.3,4019,2,4.0,1.0,1,1,4019,35.685859880936185
Kitty Kick Stix,1,22.95,22.95,4.3,4006,3,5.0,0.6666666666666666,1,1,4006,35.671931875735424
Isle of Dogs,2,15.99,15.99,4.6,4003,2,4.0,1.0,1,1,4003,38.15722604600151
Yimobra,1,11.99,11.99,4.5,3991,1,4.0,1.0,1,1,3991,37.31421436844109
SHARLOVY,1,25.98,25.98,4.1,3970,1,5.0,1.0,1,1,3970,33.975770247638124
MAISOIE,1,29.99,29.99,4.3,3964,1,4.0,1.0,1,1,3964,35.62662287649648
Wet Noses,2,27.990000000000002,27.990000000000002,4.449999999999999,3961,5,5.0,0.75,1,1,3961,36.8660438113003
4Legger,1,16.98,16.98,4.5,3953,4,4.0,1.0,1,1,3953,37.27117351678753
Kingstar,1,39.99,39.99,4.6,3948,1,4.0,1.0,1,1,3948,38.093601241918584
BlackHole Litter Mat,1,36.7,36.7,4.5,3939,3,3.6666666666666665,1.0,1,1,3939,37.25521201031391
Lillian Ruff,1,52.95,52.95,4.6,3927,1,5.0,1.0,1,1,3927,38.06907407958203
Boence,2,,,4.15,3912,2,3.0,0.5,1,2,3912,34.32904743217321
Dr. Harvey's,2,21.985,21.985,4.6,3911,3,4.0,1.0,2,1,3911,38.050298543311655
KUDES,1,9.99,9.99,4.7,3895,2,5.0,1.0,1,1,3895,38.8582166243834
Coohom,1,25.91,25.91,4.4,3891,1,3.0,0.0,1,1,3891,36.37338515054594
Wardley,1,,,4.7,3887,2,4.5,1.0,1,1,3887,38.84855577822755
Pets Are Kids Too,1,17.67,17.67,4.2,3880,2,5.0,1.0,1,1,3880,34.708162151749406
Pet Soft,3,14.32,15.98,4.3,3873,3,4.333333333333333,0.3333333333333333,1,1,3873,35.526784229057846
ADITYNA,4,25.97,25.47,4.675,3863,6,4.0,0.5,1,2,3863,38.612967063179006
DogBaby,1,79.99,79.99,4.3,3862,1,5.0,1.0,1,1,3862,35.51455725946501
LPHSNR,1,11.97,11.97,4.4,3816,2,4.0,0.5,1,1,3816,36.28776823207901
Hotop,1,6.99,6.99,4.5,3814,1,5.0,1.0,1,1,3814,37.1101317467335
STAR WARS,2,7.0,7.0,4.65,3808,3,4.75,0.5,1,2,3808,38.33981714412552
ADOGGYGO,2,9.99,9.99,4.65,3791,2,4.5,0.5,2,2,3791,38.319017214693346
TEOZZO,1,9.99,9.99,3.7,3779,1,1.0,1.0,1,1,3779,30.478673367870442
IOKHEIRA,1,17.99,17.99,4.6,3778,2,5.0,1.0,1,1,3778,37.89118763540765
iFetch,1,77.99,77.99,3.7,3769,5,4.4,0.8,1,1,3769,30.46887203763561
asobu,1,34.99,34.99,4.7,3761,1,5.0,0.0,1,1,3761,38.69371824634659
Chi-buy,1,9.98,9.98,4.7,3736,4,5.0,1.0,1,1,3736,38.66238061858178
Hari,1,104.98,104.98,4.4,3724,5,4.6,1.0,1,1,3724,36.180417375580106
ASENKU,5,17.323333333333334,17.99,4.5,3722,5,4.2,0.2,2,2,3722,37.000282832427224
Orangelight,1,,,4.2,3710,1,5.0,1.0,1,1,3710,34.52003797645452
Jerk-Ease,1,15.99,15.99,4.3,3671,1,3.0,1.0,1,1,3671,35.296514532483634
SSRIVER,1,39.99,39.99,4.3,3649,2,5.0,1.0,1,1,3649,35.27067452027911
The AVIATOR,1,34.99,34.99,4.3,3622,1,5.0,1.0,1,1,3622,35.23874807084883
Podinor,1,15.99,15.99,4.3,3618,1,2.0,1.0,1,1,3618,35.23399800132409
Sedioso,1,13.99,13.99,4.2,3615,2,5.0,1.0,1,1,3615,34.41111963035068
ucho,2,11.99,11.99,4.15,3614,2,4.5,0.5,1,1,3614,34.00031560856039
Vivifying,1,9.99,9.99,4.1,3609,4,3.0,1.0,1,1,3609,33.5849985104404
AVERYDAY,1,54.99,54.99,4.6,3590,1,5.0,1.0,1,1,3590,37.65645557343998
GRIZZLY PET PRODUCTS FOODS & SUPPLEMENTS ALL-NATURAL,1,14.99,14.99,4.6,3586,2,4.5,1.0,1,1,3586,37.6513287966485
