brand,product_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Front Porch Pets,Treats,1,96.89,4.7,1173,2,1173
FrontPet,Carriers & Travel Products,1,74.99,4.3,3302,1,3302
Fruitables,Treats,5,13.27,4.62,22544,30,22544
Full Moon,Treats,6,13.290000000000001,4.683333333333334,35094,33,35094
FunTags,"Collars, Harnesses & Leashes",2,7.24,4.65,19635,4,19635
Funio,Litter & Housebreaking,2,,4.4,171,2,171
Funtone Colors,Apparel & Accessories,1,15.97,4.4,1357,1,1357
Furhaven,Beds & Furniture,20,59.75923076923077,4.38,354096,116,354096
Furhaven,Carriers & Travel Products,1,26.99,4.1,2149,2,2149
Furniture Defender,Beds & Furniture,1,9.9,4.3,2582,1,2582
Furpezoo,"Crates, Houses & Pens",1,,4.3,106,1,106
Furry Republic,Treats,1,7.99,4.5,362,4,362
Furryilla,Apparel & Accessories,1,10.99,4.5,46,1,46
Fussie Cat,Food,1,41.95,4.6,2100,1,2100
Futmtu,Apparel & Accessories,1,10.99,4.3,235,1,235
Fuufome,Toys,1,10.79,4.0,4649,1,4649
Fuz Bigaza,Litter & Housebreaking,1,12.99,4.4,1485,1,1485
Fuzilin,"Collars, Harnesses & Leashes",1,5.38,3.5,972,1,972
FuzzBall,Beds & Furniture,1,42.99,4.4,8241,2,8241
FuzzyMilky,Litter & Housebreaking,1,34.99,4.0,503,1,503
GAINES FAMILY FARMSTEAD PREMIUM PET PRODUCTS USA,Treats,1,18.99,4.4,198,1,198
GAUTERF,"Collars, Harnesses & Leashes",1,9.96,4.1,13862,6,13862
GENMAI SOEASY,"Collars, Harnesses & Leashes",1,7.68,3.9,91,1,91
GENORTH,Carriers & Travel Products,1,23.99,4.4,8300,3,8300
GEVLOT,Toys,1,,4.2,19,1,19
GLORY,Grooming,1,9.99,3.8,277,1,277
GOHOO PET,Beds & Furniture,1,34.99,4.3,963,1,963
GOOPAWS,Beds & Furniture,1,29.99,4.4,677,1,677
GRIZZLY PET PRODUCTS FOODS & SUPPLEMENTS ALL-NATURAL,Health Supplies,1,14.99,4.6,3586,2,3586
GROOM GENIE,Grooming,1,,4.3,15,1,15
GROOVYPETS,"Collars, Harnesses & Leashes",1,49.95,3.8,496,1,496
GUCHO,Toys,1,11.99,4.1,5886,1,5886
GUTINNEEN,Houses & Habitats,1,119.99,4.0,418,1,418
GXT,Carriers & Travel Products,1,35.54,4.2,32,1,32
GabeFish,Apparel,1,34.99,4.0,38,1,38
GabeFish,Apparel & Accessories,1,11.99,3.8,2007,1,2007
Gamma2,Feeding & Watering Supplies,1,12.04,4.7,695,2,695
Gamma3,Feeding & Watering Supplies,1,32.05,4.7,1925,1,1925
Gavenia,Beds & Furniture,1,18.99,4.5,2313,1,2313
Gen7Pets,Carriers & Travel Products,2,152.365,4.45,1744,2,1744
Generic,Aquarium Décor,1,5.99,3.8,10,1,10
Geyecete,Apparel & Accessories,3,25.323333333333334,4.266666666666667,1043,3,1043
Geyoga,Apparel & Accessories,1,15.99,4.3,1216,2,1216
Gigwi,Toys,2,22.49,3.9,2832,2,2832
Gimars,Litter & Housebreaking,1,43.79,4.6,4694,1,4694
GingerLead,"Collars, Harnesses & Leashes",1,69.95,4.3,3232,1,3232
Glad,Litter & Housebreaking,2,5.19,4.4,111052,56,111052
Gladot,Birdcage Accessories,1,,4.4,169,2,169
GloFish,Aquarium Lights,3,10.64,4.2,3462,5,3462
Gnawsome,Toys,1,4.99,4.6,6636,3,6636
Go Go Cute Puppy,"Collars, Harnesses & Leashes",1,12.99,4.6,2195,3,2195
Go Pet Club,Beds & Furniture,2,73.065,4.45,1990,6,1990
Go Pet Club,Grooming,2,88.09,4.7,6822,5,6822
Go Pet Club,"Crates, Houses & Pens",1,89.0,4.3,3072,3,3072
GoCat,Toys,4,10.98,4.55,8394,17,8394
GoGo Pet Products,"Crates, Houses & Pens",1,,4.1,53,1,53
GoPets,Grooming,1,34.99,4.5,2192,4,2192
GoTags,"Collars, Harnesses & Leashes",10,11.93888888888889,4.5600000000000005,182651,70,182651
Gold Paw,Apparel & Accessories,1,28.0,4.6,1790,2,1790
Gooby,Apparel & Accessories,8,23.448333333333334,4.3375,48352,39,48352
Gooby,"Collars, Harnesses & Leashes",5,23.72666666666667,4.2,15277,16,15277
Good'n'Fun,Treats,8,46.421666666666674,4.5,77412,87,77412
GoodBoy,"Collars, Harnesses & Leashes",2,18.99,3.8499999999999996,21009,4,21009
Gorilla Grip,Feeding & Watering Supplies,3,22.99,4.5,27193,5,27193
Gorilla Grip,Litter & Housebreaking,1,32.99,4.3,5452,2,5452
Gou Gou Pets,Health Supplies,1,16.99,4.1,18,1,18
Gou Gou Pets,Training & Behavior Aids,1,15.99,4.7,14,1,14
Goughnuts,Toys,2,38.95,4.4,9914,14,9914
Gourmate Pet Treat Co.,Treats,1,14.99,4.0,111,1,111
Gouwan,Feeding & Watering Supplies,1,29.99,4.4,146,1,146
Grannick's,Training & Behavior Aids,1,,3.8,457,2,457
Great Pets,Health Supplies,1,44.99,4.1,801,1,801
Great-Dealz,"Collars, Harnesses & Leashes",1,,3.9,936,2,936
Grecle,Litter & Housebreaking,2,19.49,4.55,6411,2,6411
Green Butterfly Brands,Treats,1,14.95,4.5,1088,2,1088
Green Gruff,Health Supplies,1,19.66,4.0,805,1,805
Greenies,Treats,12,28.645,4.733333333333333,100486,206,100486
Greenies,Toys,1,,4.7,590,3,590
Greenpro,Aquarium Décor,1,16.99,4.3,307,1,307
Groomist,Grooming,1,,4.3,436,1,436
Grubbly Farms,Treats,1,19.99,4.5,7051,4,7051
Gtongoko,Carriers & Travel Products,1,39.99,4.3,1057,1,1057
Guardian Gear,"Collars, Harnesses & Leashes",1,13.39,4.0,2198,1,2198
Guardian Gear,Training & Behavior Aids,1,12.05,4.4,3046,5,3046
GuineaDad,Food,1,13.95,4.5,101,1,101
Gyuzh,Apparel & Accessories,2,27.49,4.25,2353,2,2353
H HANDSON,Grooming,1,24.99,4.4,20638,6,20638
H&H Pets,Grooming,1,7.99,4.7,9967,1,9967
H&H Pets,Health Supplies,1,5.49,4.0,3324,2,3324
HACHIKITTY,Beds & Furniture,1,18.98,4.6,1527,1,1527
HAOBO,"Collars, Harnesses & Leashes",1,,3.8,9,1,9
HAOCOO,Apparel & Accessories,1,22.99,4.5,4447,2,4447
HAPEE,Apparel & Accessories,1,15.99,4.3,2227,2,2227
HAPPINESS APPLY HERE,"Collars, Harnesses & Leashes",1,,3.0,762,1,762
HAPPYGREE,Health Supplies,1,24.87,4.0,739,1,739
HDE,Apparel & Accessories,2,23.49,4.5,17176,7,17176
HDKUW,Apparel & Accessories,1,10.99,4.4,943,1,943
HDP,Treats,2,33.905,4.3,897,5,897
HDP,"Collars, Harnesses & Leashes",1,22.99,4.5,1379,1,1379
HDP,Grooming,1,7.99,3.7,24,1,24
HEELE,"Collars, Harnesses & Leashes",1,7.99,3.7,24300,5,24300
HEHUI,Training & Behavior Aids,1,,3.0,221,1,221
HERCOCCI,Houses & Habitats,1,26.99,4.3,133,1,133
HEYWEAN,"Collars, Harnesses & Leashes",1,11.99,4.1,4737,2,4737
HILL'S,Treats,1,8.99,4.5,6284,16,6284
HILL'S PRESCRIPTION DIET,Food,2,52.489999999999995,4.65,787,3,787
HINMAY,Feeding & Watering Supplies,1,6.98,4.8,2178,1,2178
HJGL,Toys,1,,4.1,88,1,88
HOLYSTEED,Toys,1,,4.1,156,1,156
HOMEYA,Houses & Habitats,1,17.99,4.4,895,1,895
HONEY CARE,Litter & Housebreaking,1,19.99,4.5,10512,6,10512
HOUND & GATOS,Food,1,62.97,4.3,65,1,65
HP95,Apparel & Accessories,1,,4.1,55,1,55
HS HERM. SPRENGER GERMANY,"Collars, Harnesses & Leashes",1,67.49,4.5,387,1,387
HUMLANJ,Apparel & Accessories,1,29.99,4.3,67,1,67
HUSUKU,Feeding & Watering Supplies,1,9.59,4.3,2254,1,2254
HYPONIC,Grooming,1,24.5,4.5,217,2,217
Habitrail,Houses & Habitats,2,66.28,4.199999999999999,3140,3,3140
Hagen,Food,2,,4.55,5123,4,5123
Hagen,Carriers & Strollers,1,,3.2,25,1,25
Hagen,Health Supplies,1,,4.8,20,1,20
HaiYUAN,Training & Behavior Aids,1,16.99,4.3,50,1,50
Halo Purely For Pets,Food,7,32.010000000000005,4.385714285714285,8783,16,8783
Halo Purely For Pets,Treats,1,17.99,4.0,2309,5,2309
Hamiledyi,Habitat Décor,1,,4.3,14,1,14
Hamiledyi,"Terrarium Bedding, Sand & Substrate",1,16.99,4.4,2099,1,2099
Hamilton,"Collars, Harnesses & Leashes",5,19.82,4.38,6970,8,6970
Happy & Polly,"Collars, Harnesses & Leashes",1,,4.3,826,1,826
Happy Hen Treats,Treats,1,,4.8,1601,1,1601
HappyDogz,Grooming,1,16.49,4.4,4504,3,4504
HappyTails Canine Wellness,Treats,1,14.95,4.5,77,2,77
Harhana,Feeding & Watering Supplies,1,19.99,4.7,22,1,22
Hari,Birdcages,1,104.98,4.4,3724,5,3724
Harikaji,Apparel,1,11.99,4.5,418,1,418
Harikaji,Apparel & Accessories,1,10.99,3.7,550,1,550
Harley-Davidson,Toys,1,,4.1,100,1,100
Harlow Blend,Food,1,,4.5,51,1,51
Harness Lead,"Collars, Harnesses & Leashes",1,,4.2,76,1,76
Harrison's Bird Foods,Food,2,113.48,4.7,3052,4,3052
Hartz,Toys,6,10.052,4.466666666666667,31827,24,31827
Hartz,Treats,6,17.283333333333335,4.45,33264,24,33264
Hartz,Litter & Housebreaking,5,42.949999999999996,4.36,14937,38,14937
Hartz,Flea & Tick Control,3,3.62,4.133333333333333,20250,10,20250
Hartz,Grooming,1,,4.6,4621,3,4621
Havahart Wireless,Training & Behavior Aids,1,,3.0,29,1,29
Hcpet,Apparel & Accessories,3,30.99,3.9333333333333336,7679,3,7679
Healers,Apparel & Accessories,1,29.49,3.5,1261,1,1261
Health Extension,Food,3,36.983333333333334,4.633333333333333,8306,3,8306
Health Extension,Health Supplies,1,38.0,4.8,817,1,817
Healthy Coat,Health Supplies,1,21.16,4.6,31,1,31
Healthy Dogma,Treats,1,,4.0,17,1,17
Hear Doggy,Toys,1,15.66,4.1,6881,3,6881
Heavenly Hounds,Health Supplies,1,11.99,4.3,2590,1,2590
Heeyoo,Grooming,1,34.99,4.4,391,1,391
Heininger,Feeding & Watering Supplies,1,26.99,4.5,1686,3,1686
HenBrook,"Collars, Harnesses & Leashes",1,,4.2,282,1,282
Henry's Healthy Pets,Food,1,17.99,4.5,793,1,793
Hepper,Beds & Furniture,1,59.5,4.5,170,1,170
Herbal Calming Collars,"Collars, Harnesses & Leashes",1,,4.0,308,1,308
Herbsmith,Food,1,14.99,4.2,3061,4,3061
Hero,Toys,1,17.1,4.2,287,2,287
Hero Dog,Beds & Furniture,2,20.49,4.5,7230,3,7230
Hey-brother,Beds & Furniture,2,101.99000000000001,4.6,6001,3,6001
Hi Kiss,"Collars, Harnesses & Leashes",1,6.99,4.5,5542,1,5542
Hi Kiss,Training & Behavior Aids,1,11.97,4.5,48667,12,48667
HiCaptain,"Crates, Houses & Pens",1,36.99,4.6,8885,1,8885
High Hopes,Treats,1,8.99,4.7,41,1,41
Highwave,Feeding & Watering Supplies,1,19.95,4.4,8973,3,8973
Hikari,Food,4,26.575000000000003,4.65,4121,7,4121
Hikiko,"Collars, Harnesses & Leashes",1,13.99,4.6,774,1,774
Hill's Ideal Balance,Food,1,,3.8,50,2,50
Hill's Ideal Balance,Treats,1,,4.2,148,2,148
Hill's Science Diet,Food,17,47.07285714285714,4.564705882352941,75136,47,75136
Hill's Science Diet,Treats,1,,3.8,111,3,111
Himalayan Dog Chew,Treats,1,20.47,4.5,1173,21,1173
Himalayan Secrets,Treats,1,39.95,4.3,1435,1,1435
Hiwzitar,Aquarium Décor,1,20.99,4.3,386,1,386
Hoki Found,Feeding & Watering Supplies,1,15.99,4.6,23391,7,23391
Holistic Select Natural Pet Food,Food,1,,4.1,128,1,128
Hollypet,Beds & Furniture,2,28.99,4.4,1151,2,1151
Homdox,Litter & Housebreaking,1,,4.4,75,1,75
HomeDoReMi,Toys,1,11.88,4.4,789,1,789
Homedeco,Apparel & Accessories,1,,3.7,81,1,81
HomeoPet,Health Supplies,2,14.99,4.25,12376,2,12376
Homessity,Beds & Furniture,1,,4.1,8,1,8
Homey,Litter & Housebreaking,1,,4.2,339,1,339
Homey Pet,Houses & Habitats,1,649.99,4.4,1721,1,1721
Homimp,Apparel & Accessories,1,17.95,4.5,2603,1,2603
Homitem,Training & Behavior Aids,1,,2.7,30,1,30
Homland,Apparel & Accessories,1,,3.9,19,1,19
Honey I'm Home,Treats,1,,3.5,5,1,5
HoneyGuaridan,Feeding & Watering Supplies,1,,4.0,570,2,570
HooHcc,Grooming,1,99.99,4.7,33,2,33
Hot Dog Collars,"Collars, Harnesses & Leashes",1,15.95,4.4,225,2,225
Hotop,Health Supplies,1,6.99,4.5,3814,1,3814
Hound Heater,"Crates, Houses & Pens",1,129.95,4.3,1901,1,1901
Houseables,Training & Behavior Aids,1,66.32,4.4,829,2,829
Howstar,Apparel & Accessories,4,3.6774999999999998,4.175,12454,5,12454
Howstar,"Collars, Harnesses & Leashes",1,3.68,3.6,9,2,9
Hubulk,Feeding & Watering Supplies,2,8.99,4.5,19228,5,19228
HuggleHounds,Toys,1,16.99,4.1,9170,3,9170
Humble Pet,Feeding & Watering Supplies,1,17.99,4.7,1352,1,1352
Humorous.P,Houses & Habitats,1,20.99,4.4,2263,1,2263
Hurray,Toys,1,6.99,4.1,280,1,280
HurriK9,Toys,1,59.99,4.2,1038,1,1038
Hurtta,Apparel & Accessories,1,,4.7,1056,1,1056
Hurtta,"Collars, Harnesses & Leashes",1,,4.3,240,1,240
Huxley & Kent,Toys,1,11.99,4.6,66,1,66
Hydor,Aquarium Heaters & Chillers,1,13.99,4.0,1676,1,1676
Hydrapeak,Feeding & Watering Supplies,1,27.95,4.7,2434,2,2434
Hygena Scoop,Litter & Housebreaking,1,,3.8,544,1,544
Hyhug,Health Supplies,1,12.99,4.6,1588,1,1588
Hypeety,Feeding & Watering Supplies,1,23.9,4.1,86,1,86
Hyper Pet,Toys,3,5.86,4.1000000000000005,19459,8,19459
Hyper Pet,Feeding & Watering Supplies,2,14.95,4.4,12419,6,12419
Hypool,Terrarium Heat Lamps & Mats,1,69.99,3.9,32,1,32
Hywean,"Collars, Harnesses & Leashes",1,13.99,4.1,202,1,202
I AND LOVE AND YOU,Food,4,17.2,4.225,7196,22,7196
I AND LOVE AND YOU,Treats,1,7.99,4.6,3691,5,3691
IB SOUND,Beds & Furniture,1,,3.5,45,1,45
ICARE-PET,Feeding & Watering Supplies,1,29.6,4.2,551,2,551
ICEFANG,"Collars, Harnesses & Leashes",2,33.49,4.7,24443,2,24443
ICHOUE,Apparel & Accessories,1,19.98,4.5,3004,1,3004
ICHOUE,"Collars, Harnesses & Leashes",1,17.99,4.5,69,2,69
ICROKUS,Health Supplies,1,14.99,4.1,503,1,503
IDEAL PET PRODUCTS SINCE 1979,"Doors, Gates & Ramps",3,80.17999999999999,4.566666666666666,12205,8,12205
IDEAL PET PRODUCTS SINCE 1979,"Cat Doors, Steps, Nets & Pens",2,26.97,4.4,5603,4,5603
IDOLPET,"Collars, Harnesses & Leashes",1,16.99,4.3,668,1,668
IDOMIK,Apparel & Accessories,1,18.95,4.1,16,1,16
IDOMIK,Health Supplies,1,28.95,4.1,10454,3,10454
IFELISS,Carriers & Travel Products,1,15.99,4.0,897,1,897
IMMCUTE,Litter & Housebreaking,1,17.99,4.5,7928,2,7928
IN HAND,Beds & Furniture,1,14.99,4.0,4261,1,4261
IN HAND,Health Supplies,1,13.99,3.7,6879,1,6879
INABA,Treats,6,19.139999999999997,4.333333333333333,4405,11,4405
INABA,Food,1,15.08,4.8,2093,1,2093
IOKHEIRA,"Collars, Harnesses & Leashes",1,17.99,4.6,3778,2,3778
IPETS,"Collars, Harnesses & Leashes",1,,4.0,2361,2,2361
IREENUO,Apparel & Accessories,1,18.99,4.5,2763,1,2763
IREENUO,"Collars, Harnesses & Leashes",1,9.99,3.7,8617,2,8617
"IRIS USA, Inc.",Feeding & Watering Supplies,4,39.36,4.55,5535,19,5535
"IRIS USA, Inc.","Crates, Houses & Pens",2,60.985,4.5,44496,29,44496
"IRIS USA, Inc.",Litter & Housebreaking,2,79.985,4.6,30379,3,30379
"IRIS USA, Inc.",Beds & Furniture,1,,4.1,167,2,167
"IRIS USA, Inc.","Cat Doors, Steps, Nets & Pens",1,,4.6,406,1,406
"IRIS USA, Inc.",Terrariums,1,,4.1,65,1,65
ITERY,"Collars, Harnesses & Leashes",1,,4.5,81,1,81
IYYI,Feeding & Watering Supplies,1,9.99,4.6,255,1,255
Iams,Food,16,34.44,4.2625,55552,37,55552
Iceland Pure,Health Supplies,1,,4.0,27,1,27
Icelandic+,Treats,1,10.99,4.4,757,2,757
Iconic Pet,Feeding & Watering Supplies,1,8.45,3.9,47,2,47
Idepet,Apparel & Accessories,3,11.089999999999998,4.1000000000000005,18292,14,18292
Ihoming,"Collars, Harnesses & Leashes",1,13.97,4.6,4687,4,4687
Ilio Dentals TeethTreat,Treats,1,,4.7,163,1,163
Illumifun,"Collars, Harnesses & Leashes",1,11.92,4.5,7960,2,7960
Illumiseen,"Collars, Harnesses & Leashes",3,18.99,4.333333333333333,29333,10,29333
Imperial Cat,Toys,1,2.13,3.4,30,1,30
In Clover,Health Supplies,1,55.99,4.7,362,1,362
Inception,Food,2,26.235,4.300000000000001,1022,20,1022
Inception,Treats,1,,4.1,195,6,195
Incredible Solutions,Feeding & Watering Supplies,1,,4.6,967,2,967
Industrial Puppy,"Collars, Harnesses & Leashes",3,19.466666666666665,4.633333333333333,20476,6,20476
InfinCreats,Beds & Furniture,1,46.99,4.7,95,1,95
Instant Trainer,"Collars, Harnesses & Leashes",1,21.98,3.2,290,1,290
Instinct,Food,9,33.22,4.5,29038,25,29038
IntelliLeash,Training & Behavior Aids,1,24.74,4.5,4812,1,4812
Iseebiz,Feeding & Watering Supplies,1,,4.0,31,1,31
Islandoffer,Aquarium Décor,1,,3.6,39,1,39
Isle of Dogs,Grooming,2,15.99,4.6,4003,2,4003
Isyunen,Apparel & Accessories,1,15.99,4.4,232,1,232
J&J Dog Supplies,Toys,1,17.04,4.5,390,1,390
JASGOOD,Feeding & Watering Supplies,2,11.49,4.65,12970,5,12970
JBonest,Grooming,1,,4.1,221,1,221
JC HOUSE,"Collars, Harnesses & Leashes",1,,3.6,10,1,10
JECIKELON,Apparel & Accessories,3,11.656666666666666,4.366666666666666,49565,19,49565
JESPET,"Crates, Houses & Pens",1,69.99,4.5,4108,1,4108
JMMPOO,Training & Behavior Aids,1,79.99,4.1,301,1,301
JOEJOY,Beds & Furniture,1,25.99,4.3,2448,1,2448
JONNY CAT,Litter & Housebreaking,1,9.84,4.7,24531,7,24531
JUDYBRIDAL,Apparel & Accessories,1,14.49,4.5,52,1,52
JUILE YUAN,Feeding & Watering Supplies,1,,4.5,755,1,755
JUISEE,Beds & Furniture,1,9.99,3.8,301,1,301
JVSURF,Aquarium Pumps & Filters,1,,4.3,51,1,51
JW,Toys,4,8.81,4.275,15676,27,15676
JW,Birdcage Accessories,3,8.950000000000001,4.533333333333333,3866,4,3866
JW,Grooming,2,8.34,4.300000000000001,1972,4,1972
JW,Feeding & Watering Supplies,1,3.74,4.1,1991,1,1991
JW,Treats,1,17.99,4.4,255,1,255
JYHY,"Collars, Harnesses & Leashes",1,15.99,3.9,4793,1,4793
Jack & Pup,Treats,5,24.157999999999998,4.38,17370,31,17370
JackSuper,Aquarium Pumps & Filters,1,15.98,3.8,1095,1,1095
Jalousie,Toys,7,21.417142857142856,4.314285714285714,19378,9,19378
Jamktepat,Apparel & Accessories,1,9.99,4.4,639,1,639
JanYoo,Houses & Habitats,2,22.99,4.5,7269,6,7269
JanYoo,Toys,2,17.99,4.4,1218,3,1218
Jasonwell,Grooming,1,26.99,4.5,35450,10,35450
JdPet,Litter & Housebreaking,1,34.95,4.6,3053,2,3053
Jedi.Shop,Carriers & Travel Products,1,,1.0,1,1,1
Jekeno,Carriers & Travel Products,1,17.99,4.2,7156,3,7156
Jemirry,Feeding & Watering Supplies,3,15.99,3.9666666666666663,737,9,737
Jerk-Ease,Health Supplies,1,15.99,4.3,3671,1,3671
JimHodgesDogTraining - Grade A Antler Dog Chews,Treats,1,28.94,4.6,2428,3,2428
Joansan,Toys,1,11.99,4.4,4473,1,4473
Jocestyle,Beds & Furniture,1,9.99,4.2,33,1,33
Jolly Barks,Treats,2,19.95,4.05,3172,4,3172
Jolly Pets,Toys,6,13.401666666666666,4.2,38745,20,38745
JorVet,Health Supplies,1,139.99,4.1,31,1,31
Josh's Frogs,Food,1,,4.2,1805,1,1805
JoyDaog,Litter & Housebreaking,4,23.49,4.525,20219,12,20219
JoyDaog,Apparel & Accessories,3,25.99,4.333333333333333,14842,5,14842
JoyToy,Toys,1,11.99,4.4,1203,1,1203
Joytale,"Collars, Harnesses & Leashes",5,10.190000000000001,4.62,94802,11,94802
Joytale,Apparel & Accessories,1,6.99,4.4,1058,1,1058
Juicy Couture,Beds & Furniture,1,12.99,4.8,15,1,15
Jumbl Pet,Carriers & Travel Products,1,44.99,4.2,1627,1,1627
Jungle Calling,Treats,1,14.99,4.5,3141,3,3141
Juqiboom,Feeding & Watering Supplies,1,9.97,4.6,5103,1,5103
Jusney,Toys,1,11.99,4.6,2908,1,2908
K KNODEL,Carriers & Travel Products,1,,4.2,98,1,98
K&H PET PRODUCTS,Beds & Furniture,19,49.40384615384615,4.442105263157895,54597,28,54597
K&H PET PRODUCTS,Feeding & Watering Supplies,2,20.32,4.7,3085,5,3085
K&H PET PRODUCTS,Birdcage Accessories,1,37.0,4.3,2073,3,2073
K&H PET PRODUCTS,Grooming,1,27.83,4.6,84,1,84
K&H PET PRODUCTS,Toys,1,17.04,4.1,572,1,572
K-10+,Health Supplies,1,,3.6,81,1,81
K2xLabs,Health Supplies,1,18.98,4.4,1343,2,1343
K9 Ballistics,Beds & Furniture,1,59.0,4.1,3573,1,3573
K9 Care Labs,Health Supplies,1,,4.3,1092,1,1092
K9 Connoisseur,Treats,1,22.99,4.4,1477,1,1477
K9 Natural,Food,1,44.49,4.6,1140,1,1140
K9 Power,Treats,1,20.99,4.5,30,1,30
K9 Pro,Grooming,1,19.95,4.5,2627,1,2627
K9 advantix,Flea & Tick Control,2,53.980000000000004,4.5,78925,28,78925
K9King,"Collars, Harnesses & Leashes",1,10.25,4.7,8639,6,8639
K9warehouse,Treats,3,27.89,4.233333333333333,1044,3,1044
KATUMO,Toys,1,19.98,4.4,847,1,847
KINTOR,Birdcage Accessories,1,12.99,4.6,1278,1,1278
KIVENJAJA,"Crates, Houses & Pens",1,159.98,2.0,1,1,1
KOESON,Apparel & Accessories,2,21.384999999999998,3.8000000000000003,489,2,489
KOL,Toys,1,8.99,4.4,223,3,223
KONBACK,Terrarium Heat Lamps & Mats,1,39.99,4.4,32,1,32
KONG,Toys,22,16.125714285714285,4.2681818181818185,227125,133,227125
KONG,Treats,7,21.2925,4.4,8605,19,8605
KONG,Grooming,1,,4.6,6065,2,6065
KOOKAMUNGA,Treats,1,,3.9,89,1,89
KOOLTAIL,Apparel & Accessories,3,10.99,4.333333333333333,13264,6,13264
KOOLTAIL,"Collars, Harnesses & Leashes",1,15.99,4.5,3853,2,3853
KQRNS,Carriers & Travel Products,1,,4.4,750,1,750
KROSER,Beds & Furniture,2,34.49,4.4,3359,4,3359
KRUZ PET,"Collars, Harnesses & Leashes",8,18.8325,4.25,11258,27,11258
KRUZ PET,Training & Behavior Aids,1,17.99,4.5,544,2,544
KSIIA,Beds & Furniture,3,34.656666666666666,4.466666666666667,11388,5,11388
KTWEGOFU,"Crates, Houses & Pens",1,,2.9,61,1,61
KUDES,"Collars, Harnesses & Leashes",1,9.99,4.7,3895,2,3895
KYEESE,Apparel & Accessories,16,15.516666666666667,4.45625,28224,20,28224
KZHAREEN,Apparel & Accessories,1,9.99,4.6,939,1,939
Kajiewo,Apparel & Accessories,1,15.99,3.8,190,1,190
Kakadu Pet,Apparel & Accessories,1,,4.5,673,1,673
Karma,Food,1,58.99,4.4,1440,2,1440
Katoggy,"Collars, Harnesses & Leashes",1,,4.6,980,6,980
Katoggy,Health Supplies,1,11.99,4.1,11696,8,11696
Katzco,Training & Behavior Aids,1,8.99,4.5,5281,2,5281
Kawuneeche,Beds & Furniture,1,42.99,4.6,128,1,128
Kaytee,Houses & Habitats,6,25.4775,4.433333333333333,35607,24,35607
Kaytee,Feeding & Watering Supplies,3,8.18,4.3,4555,3,4555
Kaytee,Treats,2,14.014999999999999,4.6,5811,21,5811
Kaytee,Aquarium Décor,1,11.99,4.7,2581,1,2581
Kaytee,Exercise Wheels,1,,4.1,1227,1,1227
Kaytee,Litter & Housebreaking,1,,4.5,267,1,267
Kaytee,Toys,1,4.41,4.4,20466,4,20466
Keersi,Birdcage Accessories,1,8.99,4.0,295,1,295
Kessie,"Collars, Harnesses & Leashes",1,,4.3,225,1,225
Kibble Bubble,Feeding & Watering Supplies,1,,4.5,6782,1,6782
Kibble Pet,Grooming,1,29.99,4.5,817,2,817
Kibbles 'n Bits,Food,2,,4.6,7678,6,7678
Kidken,Grooming,1,251.99,4.4,255,1,255
KindPooch,Health Supplies,1,21.99,3.6,33,2,33
Kingstar,Grooming,1,39.99,4.6,3948,1,3948
KitNipBox,Toys,1,,4.1,63,2,63
Kitty City,Beds & Furniture,3,30.0,4.3999999999999995,8936,6,8936
Kitty Holster,"Collars, Harnesses & Leashes",1,26.95,4.4,3161,3,3161
Kitty Kick Stix,Toys,1,22.95,4.3,4006,3,4006
Kitty Sift,Litter & Housebreaking,1,,3.9,63,1,63
KittyStar,Apparel & Accessories,1,25.99,3.9,2360,1,2360
Kittyteeth,Health Supplies,1,6.5,4.5,254,1,254
Kitzy,Food,2,30.32,4.0,5719,5,5719
Kohree,Aquarium Lights,1,,3.7,226,1,226
Kole,Toys,1,11.49,4.5,765,1,765
Koneseve,Apparel & Accessories,1,17.99,4.6,22,3,22
Koomduk,Terrariums,1,7.68,3.9,146,1,146
Kritter Planet,Beds & Furniture,2,21.99,4.65,7618,3,7618
Kruuse,Apparel & Accessories,1,,3.2,1728,2,1728
Kruuse,Feeding & Watering Supplies,1,32.41,4.1,165,1,165
Kukaster Pet,Health Supplies,1,20.99,4.4,2169,1,2169
Kuoser,Apparel & Accessories,10,24.389999999999997,4.51,72894,32,72894
Kuoser,Health Supplies,1,32.99,4.4,502,1,502
Kurgo,Apparel & Accessories,2,40.81,4.25,7380,5,7380
Kurgo,"Collars, Harnesses & Leashes",2,30.270000000000003,4.4,8669,6,8669
Kurgo,Feeding & Watering Supplies,1,12.95,4.7,1740,1,1740
Kyjen,Toys,1,,4.1,608,2,608
LA LA CAT,Beds & Furniture,1,81.99,3.8,21,1,21
LAFEBER'S,Food,5,58.99,4.66,6423,12,6423
LANDEN,Aquarium Stands,1,299.99,4.2,133,1,133
LANDEN,Aquarium Thermometers,1,12.99,3.9,109,1,109
LANGXUN,"Crates, Houses & Pens",1,42.99,4.3,5579,1,5579
LASTMINVIN,Apparel & Accessories,1,19.99,4.3,124,1,124
LCRUNONE,Beds & Furniture,1,16.99,4.3,723,1,723
LE SURE,Beds & Furniture,2,49.0,4.45,932,3,932
LE SURE,Carriers & Strollers,1,46.99,4.4,845,1,845
LEGEND SANDY,Toys,1,20.98,4.3,10930,4,10930
LEGITPET,Health Supplies,1,12.99,3.9,664,1,664
LEJGEQR,"Collars, Harnesses & Leashes",1,9.99,4.4,3464,1,3464
